model,horizon,target_class,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
M2_SHARED_OPEN_LOOP,10,small_tower,9,9,1.0,0,0.0,0.0,0.0,113.87712676389407,1.9633987373085184,4.888888888888889,6.0
M2_SHARED_OPEN_LOOP,10,spacecraft,12,12,1.0,0,0.0,0.00881461787156228,0.0,84.49189303983216,1.7976998519113225,3.8333333333333335,3.8333333333333335
M2_SHARED_OPEN_LOOP,10,ta-ta,14,14,1.0,0,0.0,0.0,0.0,83.14560758783287,5.196600474239554,2.857142857142857,2.2857142857142856
M2_SHARED_OPEN_LOOP,10,tank,14,14,1.0,0,0.0,0.0,0.0,104.42162111676132,2.1414938115777726,3.5714285714285716,3.857142857142857
M2_SHARED_OPEN_LOOP,11,helicopter,7,7,1.0,0,0.0,0.005403300394294894,0.0,114.82704385291821,1.2248549225984222,10.142857142857142,16.428571428571427
M2_SHARED_OPEN_LOOP,11,jammer,1,1,1.0,0,0.0,0.0,0.0,148.23229236573252,5.294010441633304,3.0,16.0
M2_SHARED_OPEN_LOOP,11,jet_plane,10,10,1.0,0,0.0,0.15684183151205938,0.13141567986890737,59.5765758944049,0.7315206808384296,6.1,7.6
M2_SHARED_OPEN_LOOP,11,large_launcher,13,13,1.0,0,0.0,0.03422544567767671,0.04135984688746878,138.84006086140988,1.2396434005483026,19.76923076923077,4.461538461538462
M2_SHARED_OPEN_LOOP,11,large_tower,7,7,1.0,0,0.0,0.0,0.0,125.88511627670684,2.1099919458589933,7.0,6.428571428571429
M2_SHARED_OPEN_LOOP,11,small_launcher,13,13,1.0,0,0.0,0.00011944577161968466,0.0,41.83972394746409,1.9018056339756404,1.6923076923076923,0.46153846153846156
M2_SHARED_OPEN_LOOP,11,small_tower,8,8,1.0,0,0.0,0.0,0.0,128.58924197240748,2.2495459222892764,5.375,6.625
M2_SHARED_OPEN_LOOP,11,spacecraft,11,11,1.0,0,0.0,0.002310099557544712,0.0,82.04038639596963,1.7455401360844602,4.2727272727272725,4.2727272727272725
M2_SHARED_OPEN_LOOP,11,ta-ta,13,13,1.0,0,0.0,0.0,0.0,91.50546431771166,5.7190915198569785,3.1538461538461537,2.5384615384615383
M2_SHARED_OPEN_LOOP,11,tank,13,13,1.0,0,0.0,0.0,0.0,113.31593003633691,2.3064836271257345,3.923076923076923,4.230769230769231
M2_SHARED_OPEN_LOOP,12,helicopter,6,6,1.0,0,0.0,0.0,0.0,126.26334292205678,1.3263042397897706,11.0,18.0
M2_SHARED_OPEN_LOOP,12,jet_plane,9,9,1.0,0,0.0,0.13597424029934865,0.08625128733264675,67.3238442158497,0.8311585705660457,6.666666666666667,8.222222222222221
M2_SHARED_OPEN_LOOP,12,large_launcher,12,12,1.0,0,0.0,0.009888388088222727,0.0031740538283857905,151.84122098391853,1.3610454770917562,20.583333333333332,4.833333333333333
M2_SHARED_OPEN_LOOP,12,large_tower,6,6,1.0,0,0.0,0.0,0.0,138.60269764072382,2.2640563826088362,7.666666666666667,7.0
M2_SHARED_OPEN_LOOP,12,small_launcher,12,12,1.0,0,0.0,0.0,0.0,38.914916497641386,1.7330678046827608,1.8333333333333333,0.5
M2_SHARED_OPEN_LOOP,12,small_tower,7,7,1.0,0,0.0,0.0,0.0,145.45188207788857,2.5517874048752383,5.857142857142857,7.428571428571429
M2_SHARED_OPEN_LOOP,12,spacecraft,10,10,1.0,0,0.0,0.0,0.0,93.55091351369401,1.9904449683764684,4.6,4.6
M2_SHARED_OPEN_LOOP,12,ta-ta,12,12,1.0,0,0.0,0.0,0.0,98.08240521320013,6.339735108788849,3.4166666666666665,2.75
M2_SHARED_OPEN_LOOP,12,tank,12,12,1.0,0,0.0,0.0,0.0,122.98675080002695,2.4765997403834437,4.25,4.583333333333333
M2_SHARED_OPEN_LOOP,13,helicopter,5,5,1.0,0,0.0,0.0,0.0,141.8352918000312,1.4240006242195886,11.8,20.0
M2_SHARED_OPEN_LOOP,13,jet_plane,8,8,1.0,0,0.0,0.13470364475501417,0.05497944700107963,73.18361706278483,0.9035014452195659,7.125,8.875
M2_SHARED_OPEN_LOOP,13,large_launcher,11,11,1.0,0,0.0,0.0012679347848059978,0.0,164.94411932530363,1.4727153511187825,21.545454545454547,5.2727272727272725
M2_SHARED_OPEN_LOOP,13,large_tower,5,5,1.0,0,0.0,0.0,0.0,144.53373308677806,2.4497242896064075,8.4,7.6
M2_SHARED_OPEN_LOOP,13,small_launcher,11,11,1.0,0,0.0,0.0,0.0,40.52159917870962,1.7618086599438967,2.0,0.5454545454545454
M2_SHARED_OPEN_LOOP,13,small_tower,6,6,1.0,0,0.0,0.0,0.0,155.2461838399637,2.7806004494137992,6.333333333333333,8.5
M2_SHARED_OPEN_LOOP,13,spacecraft,9,9,1.0,0,0.0,0.0,0.0,106.20057674043018,2.258435671881707,4.888888888888889,5.111111111111111
M2_SHARED_OPEN_LOOP,13,ta-ta,11,11,1.0,0,0.0,0.0,0.0,104.27427774863752,6.951618516575834,3.727272727272727,3.0
M2_SHARED_OPEN_LOOP,13,tank,11,11,1.0,0,0.0,0.0,0.0,131.82753885285123,2.6405775883317646,4.636363636363637,5.0
M2_SHARED_OPEN_LOOP,14,helicopter,4,4,1.0,0,0.0,0.0,0.0,155.17132297286398,1.5900831537171995,12.75,22.75
M2_SHARED_OPEN_LOOP,14,jet_plane,7,7,1.0,0,0.0,0.14119936263219288,0.023694779116465864,79.19122426127784,0.9776694353244177,7.714285714285714,9.428571428571429
M2_SHARED_OPEN_LOOP,14,large_launcher,10,10,1.0,0,0.0,0.0,0.0,177.211383852751,1.5809805983073515,22.3,5.8
M2_SHARED_OPEN_LOOP,14,large_tower,4,4,1.0,0,0.0,0.0,0.0,154.41213627689098,2.606621486449182,9.0,8.25
M2_SHARED_OPEN_LOOP,14,small_launcher,10,10,1.0,0,0.0,0.0,0.0,39.45675855135195,1.7155112413631284,2.1,0.6
M2_SHARED_OPEN_LOOP,14,small_tower,5,5,1.0,0,0.0,0.0,0.0,171.2636855845395,3.004626062886658,6.6,9.8
M2_SHARED_OPEN_LOOP,14,spacecraft,8,8,1.0,0,0.0,0.0,0.0,118.88865756889436,2.5018909225227404,5.25,5.75
