model,horizon,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
T_FIXED,21,19,19,1.0,0,0.0,0.0,0.0,174.64032676122733,174.632829101518,3.4663518954569508,9.842105263157896,11.578947368421053
T_FIXED,22,13,13,1.0,0,0.0,0.0,0.0,181.34032904021666,180.5915626489787,4.432473296775426,11.615384615384615,10.538461538461538
T_FIXED,23,8,8,1.0,0,0.0,0.0,0.0,191.1696426132805,214.3444803979575,3.8048159194224755,13.875,9.625
T_FIXED,24,4,4,1.0,0,0.0,0.0,0.0,198.29732389415682,226.17296561203977,3.9828823576292067,15.75,13.5
T_RES_CV,1,243,227,0.934156378600823,227,1.0,0.9052158242890396,0.9323671497584541,2.5822430262423817,1.4142135623730951,0.028971701781777184,0.8942731277533039,2.6916299559471364
T_RES_CV,2,227,212,0.933920704845815,201,0.9481132075471698,0.8219980716315256,0.8657623411370824,5.320976115712219,3.0413812651491097,0.06209579389678557,1.5943396226415094,5.160377358490566
T_RES_CV,3,212,197,0.9292452830188679,170,0.8629441624365483,0.7237388966576173,0.7748562037797864,8.605956172419747,5.533985905294664,0.11228361294222662,2.568527918781726,6.98984771573604
T_RES_CV,4,197,182,0.9238578680203046,135,0.7417582417582418,0.6214715121852532,0.664266675285297,12.087152445544627,9.340770846134703,0.16579130016052912,3.3736263736263736,8.021978021978022
T_RES_CV,5,182,168,0.9230769230769231,99,0.5892857142857143,0.5336559573577695,0.5845442503889011,16.03088567061873,13.17065479278964,0.2444594292427615,4.392857142857143,8.994047619047619
T_RES_CV,6,168,155,0.9226190476190477,78,0.5032258064516129,0.46080586861007594,0.5003762227238525,20.372565278585622,17.240939649566666,0.3245228538094476,4.961290322580645,10.709677419354838
T_RES_CV,7,155,142,0.9161290322580645,55,0.3873239436619718,0.39570621012893037,0.40857912483586245,25.273696742515362,21.635445401531094,0.4099543963816781,5.5,12.985915492957746
T_RES_CV,8,142,129,0.9084507042253521,34,0.26356589147286824,0.3398066245721612,0.3320715246301738,30.393628135426727,26.890983619049713,0.5056377041392605,6.069767441860465,15.503875968992247
T_RES_CV,9,129,117,0.9069767441860465,21,0.1794871794871795,0.2845301813689252,0.2666284403669725,35.308727531921114,31.544611267219636,0.5464244449698978,6.3076923076923075,15.94017094017094
T_RES_CV,10,117,106,0.905982905982906,14,0.1320754716981132,0.23211311334693535,0.20030714820919482,41.95153477491967,37.67584546336167,0.6770509303630381,6.89622641509434,16.92452830188679
T_RES_CV,11,106,96,0.9056603773584906,4,0.041666666666666664,0.1823152261035005,0.1284769949868214,49.36855220986482,44.212905062989435,0.815008382022679,7.364583333333333,20.40625
T_RES_CV,12,96,86,0.8958333333333334,4,0.046511627906976744,0.13912130930792746,0.05656706298332217,57.88303319137898,50.8138851517042,0.9763044485911309,8.116279069767442,23.3953488372093
T_RES_CV,13,86,77,0.8953488372093024,1,0.012987012987012988,0.10310242025778014,0.003925061938034128,67.624806004547,59.942680954391754,1.217476899164826,8.61038961038961,27.493506493506494
T_RES_CV,14,77,68,0.8831168831168831,0,0.0,0.06849901179684491,0.0,79.6111797663302,68.87214500607757,1.4208692296044356,9.411764705882353,32.19117647058823
T_RES_CV,15,68,59,0.8676470588235294,0,0.0,0.03733681706538911,0.0,95.01286693631995,83.25337830983197,1.7074029733764695,10.084745762711865,39.28813559322034
T_RES_CV,16,59,50,0.847457627118644,0,0.0,0.01387085645691465,0.0,114.73070575086643,98.48924475425179,2.1335292227845923,11.9,47.68
T_RES_CV,17,50,41,0.82,0,0.0,0.004527558662021914,0.0,130.28352992423407,107.05606008068857,2.7257793325205184,11.878048780487806,59.90243902439025
T_RES_CV,18,41,32,0.7804878048780488,0,0.0,0.0007502469578208758,0.0,138.56671783366986,119.16889699348332,3.6322425263117157,12.65625,53.78125
T_RES_CV,19,32,25,0.78125,0,0.0,0.0,0.0,157.1689875176175,133.51521448883645,4.6901134806364375,15.04,68.64
T_RES_CV,20,25,19,0.76,0,0.0,0.0,0.0,178.58435838492323,146.3456951877984,5.4322602842501215,17.526315789473685,91.36842105263158
T_RES_CV,21,19,13,0.6842105263157895,0,0.0,0.0,0.0,173.76316117826295,152.37720466001468,5.942104099914062,19.0,60.53846153846154
