model,horizon,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
CV,8,142,129,0.9084507042253521,12,0.09302325581395349,0.23891738166155546,0.21475837176659315,36.938215991807624,32.65348373451139,0.6314324164562065
CV,9,129,117,0.9069767441860465,0,0.0,0.16949576096491617,0.11766835626357712,44.992146546067865,40.792156108742276,0.7861861007534003
CV,10,117,106,0.905982905982906,0,0.0,0.1144260735658172,0.034871836426005456,54.99740535290871,50.039984012787215,0.9760012666838567
CV,11,106,96,0.9056603773584906,0,0.0,0.0776420876042588,0.0,65.80863509536316,59.96456113478469,1.1613290247008992
CV,12,96,86,0.8958333333333334,0,0.0,0.05192220446381646,0.0,77.35352733124503,69.45254772755592,1.340501515484517
CV,13,86,77,0.8953488372093024,0,0.0,0.029732636484344502,0.0,90.24403872222707,80.94751385929032,1.620615221060445
CV,14,77,68,0.8831168831168831,0,0.0,0.011918778092618728,0.0,104.42225968079057,92.52769835591172,1.9105678058741322
CV,15,68,59,0.8676470588235294,0,0.0,0.0026180183120546887,0.0,120.06315107624158,104.06848706500926,2.3086846088110238
CV,16,59,50,0.847457627118644,0,0.0,0.0,0.0,137.52769702494967,118.931084591829,2.6861713259768996
CV,17,50,41,0.82,0,0.0,0.0,0.0,156.7446280245295,131.4201278343618,3.0957134622373847
CV,18,41,32,0.7804878048780488,0,0.0,0.0,0.0,168.36591129894327,147.4454905302535,4.724037097264717
CV,19,32,25,0.78125,0,0.0,0.0,0.0,191.98204967127003,164.5007598766644,6.708365683151812
CV,20,25,19,0.76,0,0.0,0.0,0.0,220.10891273639768,183.4972751841291,7.541695441934054
CV,21,19,13,0.6842105263157895,0,0.0,0.0,0.0,221.05243343449376,195.5057543910153,8.42317668590904
CV,22,13,8,0.6153846153846154,0,0.0,0.0,0.0,257.054053148595,217.37269273509804,9.138188611003333
CV,23,8,4,0.5,0,0.0,0.0,0.0,322.8907762784854,239.15389708748742,10.472831193464724
CV,24,4,0,0.0,0,,,,,,
