model,horizon,target_class,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
A_RES_CV,13,jet_plane,8,8,1.0,6,0.75,0.5562952136887792,0.6408513013060959,56.40300441884406,14.386781480934808,0.17436837035656816
A_RES_CV,13,large_launcher,11,11,1.0,9,0.8181818181818182,0.6618749916248108,0.745520356083202,26.052672198914312,21.489395655707796,0.19017164297086545
A_RES_CV,13,large_tower,5,5,1.0,1,0.2,0.32306320637542707,0.31770576643613935,80.3042457434799,31.43513579895503,0.5327989118466955
A_RES_CV,13,small_launcher,11,11,1.0,5,0.45454545454545453,0.4176708565824534,0.4474070670960887,9.994291096224712,6.700789154872786,0.2913386589075124
A_RES_CV,13,small_tower,6,6,1.0,4,0.6666666666666666,0.5756580353017758,0.5942504110255701,9.885126829608419,9.50896456331654,0.16394766488476792
A_RES_CV,13,spacecraft,9,9,1.0,5,0.5555555555555556,0.48932671816077833,0.5528509028717646,14.64761289062927,11.994462380645274,0.2552013272477718
A_RES_CV,13,ta-ta,11,11,1.0,0,0.0,0.21282192883561593,0.253116851105074,14.874806888260208,9.930766256831351,0.6650678161403106
A_RES_CV,13,tank,11,11,1.0,5,0.45454545454545453,0.4033528648320371,0.4772988112391782,36.70918690333895,15.56408040961941,0.2993092386465271
A_RES_CV,14,helicopter,4,4,1.0,4,1.0,0.806427601984558,0.8205016615344276,13.457464954652849,9.728783430429807,0.09577142808429295
A_RES_CV,14,jet_plane,7,7,1.0,5,0.7142857142857143,0.5002974124785974,0.5828842185327686,68.37764532567034,16.12389234636625,0.19426376320923194
A_RES_CV,14,large_launcher,10,10,1.0,8,0.8,0.6342469945388811,0.7624522725098757,29.516233788857697,14.998097194511969,0.13330863678159227
A_RES_CV,14,large_tower,4,4,1.0,0,0.0,0.27001542024223285,0.31998347072339894,102.4090213026739,32.546302848925066,0.5569572028269425
A_RES_CV,14,small_launcher,10,10,1.0,4,0.4,0.389811180898705,0.44384594565785024,10.636255577625997,6.650936191119396,0.28253355150005055
A_RES_CV,14,small_tower,5,5,1.0,4,0.8,0.6302654170209346,0.6405259320615393,10.09707596015193,9.20733512477824,0.1967460885650404
A_RES_CV,14,spacecraft,8,8,1.0,5,0.625,0.5065436824145662,0.5603368334615628,11.7116323854332,8.496644793125448,0.2299000705936765
A_RES_CV,14,ta-ta,10,10,1.0,0,0.0,0.1877743639934826,0.21900820504013085,17.014207337250586,10.41333086808283,0.6905669823582841
A_RES_CV,14,tank,10,10,1.0,5,0.5,0.39663315909351765,0.5184413192662802,41.014482748248255,13.590713074135941,0.27481238962266036
A_RES_CV,15,helicopter,3,3,1.0,3,1.0,0.771855797831105,0.7781555601748703,15.632144775910547,12.446369839996347,0.12202323372545439
A_RES_CV,15,jet_plane,6,6,1.0,4,0.6666666666666666,0.46485283760415613,0.5637801351916367,82.81479238274632,19.21389157883648,0.2347822443453195
A_RES_CV,15,large_launcher,9,9,1.0,7,0.7777777777777778,0.6502298611092887,0.7627584996574281,29.102416047725924,16.358103485636153,0.14605449540746565
A_RES_CV,15,large_tower,3,3,1.0,0,0.0,0.2220543004451311,0.30891974607278105,136.33147824654495,33.43316114385786,0.5764338128251355
A_RES_CV,15,small_launcher,9,9,1.0,3,0.3333333333333333,0.3465731711120712,0.40015039950616094,11.85882775973245,6.629445480217809,0.28823676000946996
A_RES_CV,15,small_tower,4,4,1.0,3,0.75,0.596829604760838,0.6106265770084316,16.748385827856,16.545638316282673,0.32557049522305587
A_RES_CV,15,spacecraft,7,7,1.0,4,0.5714285714285714,0.5008809238116994,0.509185357416991,14.677913524581399,15.475750615409279,0.32241147115436
A_RES_CV,15,ta-ta,9,9,1.0,0,0.0,0.18762149891602986,0.17677642980935865,17.252925858657374,10.406436289197192,0.6937624192798127
A_RES_CV,15,tank,9,9,1.0,4,0.4444444444444444,0.38740324555204925,0.47362078308836125,44.99981754089186,15.648106119501604,0.31934910447962456
A_RES_CV,16,helicopter,2,2,1.0,2,1.0,0.7332377335090737,0.7332377335090737,15.62421551576562,15.62421551576562,0.3254601655884272
A_RES_CV,16,jet_plane,5,5,1.0,2,0.4,0.410587051327817,0.48337350133583057,104.25318927804378,23.79299152583132,0.2937406361213743
A_RES_CV,16,large_launcher,8,8,1.0,6,0.75,0.6258010656993147,0.7509542980553705,33.54559340918652,15.521440001974899,0.1380543161344356
A_RES_CV,16,large_tower,2,2,1.0,0,0.0,0.1371428326345018,0.1371428326345018,203.1868829459564,203.1868829459564,3.4490005426538133
A_RES_CV,16,small_launcher,8,8,1.0,2,0.25,0.33178806611743816,0.38211827056910863,12.291575953980011,7.265662568390846,0.31589837253873243
A_RES_CV,16,small_tower,3,3,1.0,2,0.6666666666666666,0.49799817631838533,0.5626738420734954,11.747450287110075,12.480663578380613,0.2303628772307955
A_RES_CV,16,spacecraft,6,6,1.0,3,0.5,0.4682475304745463,0.49760421472942207,12.6890360702288,12.064113485637115,0.2835097324945578
A_RES_CV,16,ta-ta,8,8,1.0,0,0.0,0.14711210510331263,0.11551552353789579,19.79263426663906,11.546468511794163,0.8002523532171685
A_RES_CV,16,tank,8,8,1.0,3,0.375,0.4137916865293169,0.47368508548257393,47.738612394207685,15.727521811628328,0.3089481407697967
A_RES_CV,17,helicopter,1,1,1.0,1,1.0,0.7309504187758903,0.7309504187758903,21.507106298815014,21.507106298815014,0.5659764815477635
A_RES_CV,17,jet_plane,4,4,1.0,1,0.25,0.33248982011566497,0.2960713762118611,136.82583220340445,45.32608176997829,0.5480468167037662
A_RES_CV,17,large_launcher,7,7,1.0,5,0.7142857142857143,0.5651639370243297,0.6761647626606458,38.82226003578716,14.323636506761321,0.1261102716712466
A_RES_CV,17,large_tower,1,1,1.0,0,0.0,0.016588009666704703,0.016588009666704703,396.9870396567961,396.9870396567961,6.8446041320137265
A_RES_CV,17,small_launcher,7,7,1.0,2,0.2857142857142857,0.32433186646400064,0.33444519945294005,14.313779987232177,9.519558287012282,0.4138938385657514
A_RES_CV,17,small_tower,2,2,1.0,1,0.5,0.49380379907151506,0.49380379907151506,13.712738415788198,13.712738415788198,0.4016719677602957
A_RES_CV,17,spacecraft,5,5,1.0,2,0.4,0.4663439356815255,0.4818105595497953,16.56754365017255,15.126000840825652,0.31512501751720107
A_RES_CV,17,ta-ta,7,7,1.0,0,0.0,0.15068972912540976,0.06500956022944551,22.512283894839065,13.526609127588472,0.9661863662563194
A_RES_CV,17,tank,7,7,1.0,3,0.42857142857142855,0.3899429069005171,0.4164074828743976,55.92140152870801,19.156266174082447,0.38312532348164896
A_RES_CV,18,jet_plane,3,3,1.0,1,0.3333333333333333,0.3670759741613474,0.4044168612565139,172.69297378052897,30.148557999175356,0.3632356385442814
A_RES_CV,18,large_launcher,6,6,1.0,5,0.8333333333333334,0.6295211574787777,0.7199873697371462,27.90251718901054,16.428590446005728,0.1453857561593427
A_RES_CV,18,small_launcher,6,6,1.0,0,0.0,0.2522940976005252,0.28090886125982695,17.404898244413115,11.94279582656935,0.5092724335168185
A_RES_CV,18,small_tower,1,1,1.0,0,0.0,0.4192482471006452,0.4192482471006452,10.106087769314964,10.106087769314964,0.481242274729284
A_RES_CV,18,spacecraft,4,4,1.0,2,0.5,0.4554885024403895,0.45502534326329247,17.956135022308978,18.494892207917772,0.382652240916903
A_RES_CV,18,ta-ta,6,6,1.0,0,0.0,0.14104159382274647,0.08243846343576482,24.54289120349706,14.22145060130854,1.015817900093467
A_RES_CV,18,tank,6,6,1.0,2,0.3333333333333333,0.33114722599967783,0.3583910027811905,66.97771932600311,21.445053119426362,0.4177207931663134
A_RES_CV,19,jet_plane,2,2,1.0,0,0.0,0.20142311535803697,0.20142311535803697,268.00796317251036,268.00796317251036,3.2290116044880763
A_RES_CV,19,large_launcher,5,5,1.0,4,0.8,0.6279807119261352,0.7158895714816841,32.80926662410686,18.77831434874808,0.1647220556907726
A_RES_CV,19,small_launcher,5,5,1.0,0,0.0,0.21365531689012504,0.22864144453633775,19.981866200208575,13.401609596254522,0.5826786780980227
A_RES_CV,19,spacecraft,3,3,1.0,1,0.3333333333333333,0.3834165154724363,0.3638354720708163,18.10216158764661,12.98782182207372,0.6079060346311984
A_RES_CV,19,ta-ta,5,5,1.0,0,0.0,0.11870898657531674,0.0,27.526538985284795,12.478733915308041,0.8913381368077172
A_RES_CV,19,tank,5,5,1.0,2,0.4,0.2848896458492047,0.20356257836271888,84.4267353232729,29.574666325513356,0.5687435831829492
A_RES_CV,20,jet_plane,1,1,1.0,0,0.0,0.02518156913320223,0.02518156913320223,531.9910045873017,531.9910045873017,6.409530175750623
A_RES_CV,20,large_launcher,4,4,1.0,3,0.75,0.5332216869021108,0.6542682447242709,37.64805747226701,15.845020295517724,0.1426407921897372
A_RES_CV,20,small_launcher,4,4,1.0,0,0.0,0.19267527127312978,0.14533410920552436,23.898276647783568,22.432160616809632,0.9484172483806244
A_RES_CV,20,spacecraft,2,2,1.0,0,0.0,0.26520779262436395,0.26520779262436395,20.764835379327533,20.764835379327533,0.8549910372607938
A_RES_CV,20,ta-ta,4,4,1.0,0,0.0,0.12238542466612871,0.05535811343745962,34.027635219756995,17.792741349851276,1.2709100964179483
A_RES_CV,20,tank,4,4,1.0,2,0.5,0.31483671316909667,0.3241264137913036,104.38464190712608,26.82332614600854,0.5175643388535972
A_RES_CV,21,large_launcher,3,3,1.0,3,1.0,0.6750031412326224,0.6382748046683451,15.41525973436764,15.280993014400055,0.1340437983719303
A_RES_CV,21,small_launcher,3,3,1.0,0,0.0,0.20889004531682911,0.16432528230972887,23.187279466480422,17.051916547505822,0.7104965228127426
A_RES_CV,21,spacecraft,1,1,1.0,0,0.0,0.0,0.0,55.05939524012491,55.05939524012491,6.882424405015613
A_RES_CV,21,ta-ta,3,3,1.0,0,0.0,0.03789806721135339,0.0,42.81980775154619,23.223467221651127,1.6588190872607949
A_RES_CV,21,tank,3,3,1.0,2,0.6666666666666666,0.3967180537805082,0.5804652841329847,132.1794439658352,10.994815207161654,0.21558461190513048
A_RES_CV,22,large_launcher,2,2,1.0,2,1.0,0.676235043419336,0.676235043419336,13.490341028780385,13.490341028780385,0.12827233985873626
A_RES_CV,22,small_launcher,2,2,1.0,0,0.0,0.22595723609803833,0.22595723609803833,28.228606775792965,28.228606775792965,1.223725630538456
A_RES_CV,22,ta-ta,2,2,1.0,0,0.0,0.0,0.0,56.07185217316434,56.07185217316434,4.005132298083167
A_RES_CV,22,tank,2,2,1.0,1,0.5,0.27805534590474396,0.27805534590474396,204.42434642818043,204.42434642818043,4.005991099171082
A_RES_CV,23,large_launcher,1,1,1.0,1,1.0,0.7303831545163636,0.7303831545163636,24.34380466004845,24.34380466004845,0.25625057536893103
A_RES_CV,23,small_launcher,1,1,1.0,0,0.0,0.0,0.0,55.96422148714004,55.96422148714004,2.331842561964168
A_RES_CV,23,ta-ta,1,1,1.0,0,0.0,0.0,0.0,101.53903646744617,101.53903646744617,7.252788319103297
A_RES_CV,23,tank,1,1,1.0,0,0.0,0.0,0.0,416.7209523659785,416.7209523659785,8.01386446857651
CV,1,condor,9,9,1.0,9,1.0,0.9756263093753615,0.9823852955510687,5.131921753265315,1.118033988749895,0.0067351445105415355
CV,1,hangar,4,4,1.0,4,1.0,0.9035569963733895,0.9315755103343778,7.154508497187473,4.8090169943749475,0.03724586716006967
CV,1,helicopter,17,17,1.0,17,1.0,0.9674057120565684,0.9690659725698269,2.8795070836912906,1.118033988749895,0.011893978603722287
CV,1,jammer,11,11,1.0,11,1.0,0.9252757959279994,0.928843710292249,1.7293238177549335,1.118033988749895,0.032883352610291024
CV,1,jet_plane,20,20,1.0,20,1.0,0.9508862070078367,0.966010514080391,2.1553113834588613,1.118033988749895,0.013574037175963434
CV,1,large_launcher,23,23,1.0,23,1.0,0.9760139516717506,0.9757033248081841,1.324901791363947,1.118033988749895,0.010163945352271771
CV,1,large_tower,17,17,1.0,17,1.0,0.9338783152811546,0.9540791402051783,2.2197531691811556,1.118033988749895,0.018032806270159595
CV,1,medium_launcher,8,8,1.0,8,1.0,0.9014890798835822,0.9483150636819048,3.255209465279931,1.0590169943749475,0.03514987260227156
CV,1,medium_plane,3,3,1.0,3,1.0,0.8782575940749521,0.9434889434889435,3.4466113176332147,1.118033988749895,0.022817020178569285
CV,1,small_launcher,23,23,1.0,23,1.0,0.9217449628415063,0.9263888888888889,1.0129250749972183,1.0,0.04658474953124562
CV,1,small_plane,7,7,1.0,7,1.0,0.9379866012187498,0.9411764705882353,1.2258769757263128,1.5,0.03488372093023256
CV,1,small_tower,18,18,1.0,18,1.0,0.9455944460159869,0.9341369762548191,2.0911060711867098,1.118033988749895,0.019990390603446397
CV,1,spacecraft,21,21,1.0,21,1.0,0.9296418366825243,0.9407839866555463,2.0442093465170763,1.118033988749895,0.024845199749997663
CV,1,ta-ta,23,23,1.0,23,1.0,0.8617133895162121,0.868824531516184,1.0956231629016953,1.118033988749895,0.06211299937499416
CV,1,tank,23,23,1.0,23,1.0,0.9302366391372591,0.9433962264150944,1.7393309029053214,1.118033988749895,0.022817020178569285
CV,2,condor,8,8,1.0,8,1.0,0.9458778564908572,0.9544212750272927,13.732500848034215,3.348905783050559,0.019638635085953877
CV,2,hangar,3,3,1.0,3,1.0,0.7013527272687328,0.7602179836512262,27.8356477017897,19.0,0.1484375
CV,2,helicopter,16,16,1.0,16,1.0,0.919743436221994,0.9222575456378017,4.920488443828032,3.1622776601683795,0.03422329525742905
CV,2,jammer,10,10,1.0,10,1.0,0.8289690374186757,0.8421143753719634,3.6858286857194087,3.2706906325745546,0.1015625
CV,2,jet_plane,19,19,1.0,18,0.9473684210526315,0.8989303376379832,0.9253084361453818,5.043235761540203,2.5495097567963922,0.0332417580687315
CV,2,large_launcher,22,22,1.0,22,1.0,0.9382481530251695,0.936398686881112,3.655294724850934,3.1018294626587446,0.02819844966053404
CV,2,large_tower,16,16,1.0,15,0.9375,0.8646940379546594,0.8971635467168422,5.400705539740104,2.7324928521095213,0.04574396143690748
CV,2,medium_launcher,7,7,1.0,6,0.8571428571428571,0.793356329687667,0.8693181818181818,8.451037056955304,3.0,0.22177392423228606
CV,2,medium_plane,2,2,1.0,2,1.0,0.7292415473652147,0.7292415473652147,9.812860441529564,9.812860441529564,0.20026245799039927
CV,2,small_launcher,22,22,1.0,22,1.0,0.8026674176123433,0.7982035928143713,2.8005709856672514,2.524754878398196,0.11494793467155717
CV,2,small_plane,6,6,1.0,6,1.0,0.8438321188909096,0.8555247597930524,3.505922317655456,3.517766952966369,0.08139534883720931
CV,2,small_tower,17,17,1.0,17,1.0,0.8706823710464132,0.8725212464589235,3.7484604624092968,3.0413812651491097,0.05335756605524754
CV,2,spacecraft,20,20,1.0,20,1.0,0.8489241041678713,0.842035040545945,3.845517325439748,3.2581898132090323,0.07360104787038298
CV,2,ta-ta,22,22,1.0,21,0.9545454545454546,0.6789564014453631,0.7024720893141946,2.9014813116012266,2.692582403567252,0.16512864309543912
CV,2,tank,22,22,1.0,21,0.9545454545454546,0.8504065690122755,0.8781786044757898,4.087353090840551,2.621046080181822,0.05352031092287794
CV,3,condor,7,7,1.0,7,1.0,0.8992512111936307,0.9176112279820402,16.7884688586196,7.0178344238090995,0.04033238174602931
CV,3,hangar,2,2,1.0,1,0.5,0.5061311016886312,0.5061311016886312,60.75083332407428,60.75083332407428,0.4687005067862601
CV,3,helicopter,15,15,1.0,15,1.0,0.8542470770845972,0.8651102464332037,7.427875360973093,6.020797289396148,0.06264700137907352
CV,3,jammer,9,9,1.0,9,1.0,0.6992739830377622,0.6946045049764275,6.1062821147016635,6.519202405202649,0.19174124721184263
CV,3,jet_plane,18,18,1.0,17,0.9444444444444444,0.8356770983905406,0.868945930641396,8.913498870562895,5.0990195135927845,0.06635227439076258
CV,3,large_launcher,21,21,1.0,21,1.0,0.8873805302762638,0.8871094775531636,7.07537276705982,6.0,0.054734520812692256
CV,3,large_tower,15,15,1.0,14,0.9333333333333333,0.7784821607001022,0.8146551724137931,9.505497197300008,5.1478150704935,0.08498365855987974
CV,3,medium_launcher,6,6,1.0,5,0.8333333333333334,0.6577778022019155,0.767321851863247,15.877777556487453,10.825831582288822,0.43344631482389206
CV,3,medium_plane,1,1,1.0,0,0.0,0.430622009569378,0.430622009569378,27.572631357924475,27.572631357924475,0.562706762406622
CV,3,small_launcher,21,21,1.0,21,1.0,0.6623950283025213,0.6618705035971223,5.435397020918993,5.220153254455275,0.23011168785806793
CV,3,small_plane,5,5,1.0,5,1.0,0.7239392543831782,0.7280064568200162,7.10312195418814,7.0,0.16279069767441862
CV,3,small_tower,16,16,1.0,16,1.0,0.7758939134266789,0.7715556831228474,6.66445758099081,6.260398644698074,0.10884849406911322
CV,3,spacecraft,19,19,1.0,18,0.9473684210526315,0.733875264758072,0.7318087318087318,6.484033237114014,6.324555320336759,0.13870643415324785
CV,3,ta-ta,21,21,1.0,10,0.47619047619047616,0.4714899071930069,0.4860759493670886,5.6388225160278225,5.70087712549569,0.33534571326445234
CV,3,tank,21,21,1.0,20,0.9523809523809523,0.7530148893260892,0.7824109173616376,7.422738537095088,5.0990195135927845,0.10406162272638336
CV,4,condor,6,6,1.0,6,1.0,0.8554138404985113,0.8714297574156395,19.579270725391023,11.411955276646836,0.06539640312718847
CV,4,hangar,1,1,1.0,0,0.0,0.443687374749499,0.443687374749499,75.00166664814856,75.00166664814856,0.5769358972934504
CV,4,helicopter,14,14,1.0,14,1.0,0.780809709300162,0.7913741492176607,11.223576254542621,10.006246098625198,0.10454011371036231
CV,4,jammer,8,8,1.0,7,0.875,0.5712252261388978,0.5741284000634557,10.229297326525458,10.606601717798213,0.31668552365975056
CV,4,jet_plane,17,17,1.0,16,0.9411764705882353,0.7663621805858076,0.7976350845681784,13.704854322941905,8.06225774829855,0.10470464608179934
CV,4,large_launcher,20,20,1.0,20,1.0,0.8197413320113748,0.8193659970788701,11.702711580380607,10.10526561221798,0.09022558582337484
CV,4,large_tower,14,14,1.0,13,0.9285714285714286,0.6824306225380316,0.7270313127722314,14.766345683563317,8.623408890624845,0.1391387867572284
CV,4,medium_launcher,5,5,1.0,4,0.8,0.5631807636340942,0.648036253776435,22.983897771422043,13.647344063956181,0.6203338210889173
CV,4,small_launcher,20,20,1.0,11,0.55,0.5067053689318641,0.5018160151064417,9.0204254384878,8.930011286667337,0.39160604757956463
CV,4,small_plane,4,4,1.0,4,1.0,0.5961908675434949,0.6093223419809732,11.627603037366079,11.755206074732158,0.2702028864764708
CV,4,small_tower,15,15,1.0,15,1.0,0.6602953879431902,0.6574119980168567,10.133996152039414,9.962429422585638,0.17565775784649815
CV,4,spacecraft,18,18,1.0,17,0.9444444444444444,0.6185243000243037,0.6331133472561091,10.029141421962118,9.609772228646444,0.21976274269423807
CV,4,ta-ta,20,20,1.0,0,0.0,0.2656347628275709,0.2957671957671958,9.3005503761913,9.034631663398695,0.5523873908839265
CV,4,tank,20,20,1.0,19,0.95,0.6487890371502275,0.6689625190162118,11.512802042773504,8.529310692155923,0.17604916366289197
CV,5,condor,5,5,1.0,5,1.0,0.7860658371074705,0.813544179397838,22.02701591900087,16.0,0.09204467514322717
CV,5,helicopter,13,13,1.0,13,1.0,0.6995178386746536,0.7109364412522022,15.39799149796964,15.0,0.15693931954492277
CV,5,jammer,7,7,1.0,1,0.14285714285714285,0.43948408811534323,0.44285714285714284,15.787244090034436,16.507574019219177,0.4888461805469018
CV,5,jet_plane,16,16,1.0,15,0.9375,0.69016376653701,0.7237781725119392,19.4479615763455,12.301691312822314,0.15667039135870853
CV,5,large_launcher,19,19,1.0,19,1.0,0.7477275154880751,0.7468474647813012,17.127107432446856,15.033296378372908,0.13422586052118668
CV,5,large_tower,13,13,1.0,12,0.9230769230769231,0.5852462051297466,0.6255843603909902,20.91956804972345,12.539936203984453,0.20557272465548285
CV,5,medium_launcher,4,4,1.0,2,0.5,0.42628410207125084,0.476858308796942,32.03088248917672,17.877549937175502,1.2259457357934886
CV,5,small_launcher,19,19,1.0,1,0.05263157894736842,0.35719450263010477,0.36102564102564105,13.355262472455816,13.341664064126334,0.5869565217391305
CV,5,small_plane,3,3,1.0,1,0.3333333333333333,0.4656922753122539,0.4828398384925976,17.502136401043717,17.5,0.4069767441860465
CV,5,small_tower,14,14,1.0,12,0.8571428571428571,0.5443229025550836,0.5482412696671448,14.573951240834651,14.725437871962466,0.254894295104496
CV,5,spacecraft,17,17,1.0,8,0.47058823529411764,0.4931266289948289,0.499644128113879,14.176028559614073,14.035668847618199,0.31932619191071565
CV,5,ta-ta,19,19,1.0,0,0.0,0.1044471678938756,0.09198813056379822,13.882198146140853,13.82931668593933,0.8643322928712082
CV,5,tank,19,19,1.0,15,0.7894736842105263,0.5363667235319919,0.5652709359605911,16.63717225606355,12.165525060596439,0.2588409587360944
CV,6,condor,4,4,1.0,4,1.0,0.732066894634585,0.7579929824444067,23.909389035061885,22.354579090514157,0.1281050431331708
CV,6,helicopter,12,12,1.0,12,1.0,0.6155699055900299,0.622560575047698,19.995693249200876,20.52808556006579,0.2109492920427885
CV,6,jammer,6,6,1.0,0,0.0,0.2897276717314789,0.29335472258086315,22.6294385834354,23.047016271619675,0.7029787317270966
CV,6,jet_plane,15,15,1.0,14,0.9333333333333333,0.6052040127721512,0.6367135811379767,26.39558656448254,17.066048165876012,0.2187954893061027
CV,6,large_launcher,18,18,1.0,18,1.0,0.6692440169347568,0.6702698651126262,22.300943439430448,20.932539931829904,0.1878661734858585
CV,6,large_tower,12,12,1.0,7,0.5833333333333334,0.47746442806958495,0.5068927689732128,28.658417458569073,17.94766238126279,0.2908759180441488
CV,6,medium_launcher,3,3,1.0,0,0.0,0.29899103110128594,0.3333333333333333,46.54634627311457,22.299103120977758,2.4776781245530843
CV,6,small_launcher,18,18,1.0,0,0.0,0.21930827066882227,0.21526638223389127,18.538320584386295,19.003288904374106,0.8194270033261021
CV,6,small_plane,2,2,1.0,0,0.0,0.3623224874634521,0.3623224874634521,23.502777434926898,23.502777434926898,0.5406286626331167
CV,6,small_tower,13,13,1.0,1,0.07692307692307693,0.4307951912856843,0.4323219281256725,20.600253577079773,20.554804791094465,0.3624792420970455
CV,6,spacecraft,16,16,1.0,0,0.0,0.379863388777505,0.39484838963453317,19.71521548679839,19.58057214733719,0.44056953744146804
CV,6,ta-ta,18,18,1.0,0,0.0,0.01937150163142249,0.0,19.22141228326644,19.06563538249162,1.173756045561156
CV,6,tank,18,18,1.0,2,0.1111111111111111,0.4253089441336854,0.4544556585108619,22.636518482385778,17.699735118147597,0.35066798089082896
CV,7,condor,3,3,1.0,3,1.0,0.6746180623651638,0.6867335562987736,23.221122994023705,29.769951293208393,0.17011400738976226
CV,7,helicopter,11,11,1.0,9,0.8181818181818182,0.5305035142588569,0.5322438717787555,26.06184154283069,26.61766330841233,0.2823661582975957
CV,7,jammer,5,5,1.0,0,0.0,0.16594411116990898,0.17801476620180476,29.46336657784308,30.56550343115585,0.8989853950339955
CV,7,jet_plane,14,14,1.0,13,0.9285714285714286,0.5255671430198985,0.560280461081935,34.09102132969659,22.52774971870658,0.2859099802997589
CV,7,large_launcher,17,17,1.0,17,1.0,0.5868862780131613,0.5917286712009859,28.525203564516673,27.225906780123964,0.2475082434556724
CV,7,large_tower,11,11,1.0,0,0.0,0.37745022303077563,0.40634291377601583,37.30771674461203,24.08318915758459,0.3884385347997515
CV,7,medium_launcher,2,2,1.0,0,0.0,0.17475828671872995,0.17475828671872995,72.3252664014127,72.3252664014127,4.108219179862194
CV,7,small_launcher,17,17,1.0,0,0.0,0.09494594218386922,0.06973058637083994,24.8124477986613,25.739075352467502,1.1190902327159784
CV,7,small_plane,1,1,1.0,0,0.0,0.23126510878323933,0.23126510878323933,33.0037876614185,33.0037876614185,0.7500860832140568
CV,7,small_tower,12,12,1.0,0,0.0,0.3198190950408013,0.3254466608640889,27.266408654157683,27.77936508004231,0.48387273315504303
CV,7,spacecraft,15,15,1.0,0,0.0,0.26328572979428627,0.2775277527752775,26.44784792299186,26.043233286210835,0.5918916655957008
CV,7,ta-ta,17,17,1.0,0,0.0,0.0,0.0,25.657286529609333,26.043233286210835,1.5440476174596103
CV,7,tank,17,17,1.0,0,0.0,0.3142445791372737,0.3309190809190809,29.740175992232086,23.58495283014151,0.47479143363803433
CV,8,condor,2,2,1.0,1,0.5,0.5908881818435805,0.5908881818435805,20.24140019301077,20.24140019301077,0.424113429726966
CV,8,helicopter,10,10,1.0,0,0.0,0.4414885827960995,0.4518965200150459,33.594453156699316,34.79523055642798,0.3618729811803561
CV,8,jammer,4,4,1.0,0,0.0,0.04976879478641205,0.05630188524925367,37.93181090284693,39.29001408582667,1.1734264905453704
CV,8,jet_plane,13,13,1.0,0,0.0,0.4423140185244429,0.47164696953269003,43.09268184644066,29.068883707497267,0.3662831955682475
CV,8,large_launcher,16,16,1.0,11,0.6875,0.5042710739954699,0.5049635507301411,35.65271063195057,34.594861907325225,0.31309295887136185
CV,8,large_tower,10,10,1.0,0,0.0,0.28975622926176553,0.3127843513489033,47.17000912373685,30.673674353730707,0.5028471205529623
CV,8,medium_launcher,1,1,1.0,0,0.0,0.019444906099385074,0.019444906099385074,140.4314779527724,140.4314779527724,15.603497550308045
CV,8,small_launcher,16,16,1.0,0,0.0,0.01934502245935617,0.0,31.67797587898377,31.172086079112493,1.4154297616000528
CV,8,small_tower,11,11,1.0,0,0.0,0.21063926147714626,0.2014375561545373,35.43281945474595,35.531676008879735,0.6221845026126251
CV,8,spacecraft,14,14,1.0,0,0.0,0.157849312404317,0.17550664592308501,34.14588290563803,32.857017122072236,0.761245480708973
CV,8,ta-ta,16,16,1.0,0,0.0,0.0,0.0,32.46750722333293,33.19019173047452,2.029494114535072
CV,8,tank,16,16,1.0,0,0.0,0.21579597692661187,0.22845733263879323,37.49777373471862,30.58389546367728,0.6130245036221622
CV,9,condor,1,1,1.0,0,0.0,0.4073226544622426,0.4073226544622426,21.224985276791124,21.224985276791124,0.5442303917125929
CV,9,helicopter,9,9,1.0,0,0.0,0.3592972037005639,0.36763738563654846,42.49401605744482,43.57177985806869,0.44892734783098975
CV,9,jammer,3,3,1.0,0,0.0,0.0,0.0,47.71837429956608,50.53958844312051,1.4864584836211914
CV,9,jet_plane,12,12,1.0,0,0.0,0.362172977350121,0.3859495882773761,53.171152545982494,36.11262574372677,0.45058695027693285
CV,9,large_launcher,15,15,1.0,0,0.0,0.4238793559267634,0.4257222073159825,43.44884272267323,42.573465914816005,0.38012023138228573
CV,9,large_tower,9,9,1.0,0,0.0,0.19357839332780594,0.21144139091418956,58.999581758443114,38.46101922726437,0.6345448273102264
CV,9,small_launcher,15,15,1.0,0,0.0,0.0,0.0,39.35143876897179,37.030392922571046,1.7633520439319545
CV,9,small_tower,10,10,1.0,0,0.0,0.10890512822184714,0.10903930065073301,44.31640784060774,44.53611588034173,0.7816222826465267
CV,9,spacecraft,13,13,1.0,0,0.0,0.05878825656882092,0.08097538532321141,43.11975466251358,41.07614879708174,0.9448916593630639
CV,9,ta-ta,15,15,1.0,0,0.0,0.0,0.0,40.62611542573849,41.00304866714181,2.5626905416963632
CV,9,tank,15,15,1.0,0,0.0,0.12601575469743811,0.13503937007874015,46.20586560267752,38.08214804865923,0.7619654980650804
CV,10,helicopter,8,8,1.0,0,0.0,0.283361822444403,0.2825225250978013,52.41195363434291,53.636482457669345,0.5495967451436016
CV,10,jammer,2,2,1.0,0,0.0,0.0,0.0,58.79426372508334,58.79426372508334,1.9043153546445208
CV,10,jet_plane,11,11,1.0,0,0.0,0.28340185518104916,0.30916245081506466,64.88226972818846,44.54492114708477,0.5499372981121576
CV,10,large_launcher,14,14,1.0,0,0.0,0.34217634850208284,0.3455392245261624,52.82758794789067,51.88053617827612,0.46165281445800543
