model,horizon,any_boundary,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
S_RES_CV,2,0,189,189,1.0,186,0.9841269841269841,0.8688428407410165,0.9065127667818128,2.4997759781464475,1.8446749403116884,0.03563473609422874
S_RES_CV,2,1,23,23,1.0,19,0.8260869565217391,0.7577172555994937,0.8125756135437814,21.018703653677395,15.587653217624219,0.35588719930688056
S_RES_CV,3,0,175,175,1.0,166,0.9485714285714286,0.8060360600326965,0.8516591410233642,4.08906586722123,3.2162889548748548,0.0646759326604161
S_RES_CV,3,1,22,22,1.0,15,0.6818181818181818,0.6758912037999992,0.7745953351086138,29.37394256689379,21.044607575978397,0.5607326299608214
S_RES_CV,4,0,162,162,1.0,149,0.9197530864197531,0.7415380481109999,0.7962877681226892,6.046351703967323,4.929899560915571,0.09403391182697886
S_RES_CV,4,1,20,20,1.0,13,0.65,0.6305761538270203,0.7691592465043757,33.24538864575538,21.0771298682786,0.5982827289232855
S_RES_CV,5,0,150,150,1.0,127,0.8466666666666667,0.6842907629732992,0.7309710856782696,8.136380355226075,6.418700719854014,0.12566915918285526
S_RES_CV,5,1,18,18,1.0,13,0.7222222222222222,0.6192983437822838,0.7597017284187102,37.04179991041841,22.47546124231124,0.4527182666770784
S_RES_CV,6,0,138,138,1.0,106,0.7681159420289855,0.6331903003612289,0.670954599494265,10.029316458518826,8.071111319309919,0.16376342586211923
S_RES_CV,6,1,17,17,1.0,11,0.6470588235294118,0.564594386264134,0.616784523683277,43.336888258712605,23.900855212555616,0.4221754233858728
