model,horizon,target_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
A_RES_CV,20,<4,5,5,1.0,0,0.0,0.15667794930881657,0.11071622687491924,28.84408692854084,12.463722603466355,1.0137367204595285
A_RES_CV,21,16-32,3,3,1.0,3,1.0,0.6750031412326224,0.6382748046683451,15.41525973436764,15.280993014400055,0.1340437983719303
A_RES_CV,21,4-<8,3,3,1.0,0,0.0,0.20889004531682911,0.16432528230972887,23.187279466480422,17.051916547505822,0.7104965228127426
A_RES_CV,21,8-<16,3,3,1.0,2,0.6666666666666666,0.3967180537805082,0.5804652841329847,132.1794439658352,10.994815207161654,0.21558461190513048
A_RES_CV,21,<4,4,4,1.0,0,0.0,0.02842355040851504,0.0,45.87970462369087,39.14143123088802,4.123306538418174
A_RES_CV,22,16-32,2,2,1.0,2,1.0,0.676235043419336,0.676235043419336,13.490341028780385,13.490341028780385,0.12827233985873626
A_RES_CV,22,4-<8,2,2,1.0,0,0.0,0.22595723609803833,0.22595723609803833,28.228606775792965,28.228606775792965,1.223725630538456
A_RES_CV,22,8-<16,2,2,1.0,1,0.5,0.27805534590474396,0.27805534590474396,204.42434642818043,204.42434642818043,4.005991099171082
A_RES_CV,22,<4,2,2,1.0,0,0.0,0.0,0.0,56.07185217316434,56.07185217316434,4.005132298083167
A_RES_CV,23,16-32,1,1,1.0,1,1.0,0.7303831545163636,0.7303831545163636,24.34380466004845,24.34380466004845,0.25625057536893103
A_RES_CV,23,4-<8,1,1,1.0,0,0.0,0.0,0.0,55.96422148714004,55.96422148714004,2.331842561964168
A_RES_CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,416.7209523659785,416.7209523659785,8.01386446857651
A_RES_CV,23,<4,1,1,1.0,0,0.0,0.0,0.0,101.53903646744617,101.53903646744617,7.252788319103297
CV,1,16-32,62,62,1.0,62,1.0,0.9627606641112291,0.9729709695994607,2.218309976227121,1.118033988749895,0.01141921114095776
CV,1,4-<8,43,43,1.0,43,1.0,0.901704656923656,0.90625,1.538897196133884,1.118033988749895,0.05081972676135886
CV,1,8-<16,105,105,1.0,105,1.0,0.931782941572348,0.9411764705882353,2.083690038577261,1.118033988749895,0.023787957207444574
CV,1,<4,8,8,1.0,8,1.0,0.8360020998650243,0.8214357937310415,3.480233057715888,1.3495864094170424,0.10826018322502855
CV,1,>32,9,9,1.0,9,1.0,0.9713155516253303,0.9823852955510687,1.976593640287062,1.118033988749895,0.0067351445105415355
CV,2,16-32,58,58,1.0,57,0.9827586206896551,0.9179275731091295,0.9320858382215554,4.637427207195394,3.0413812651491097,0.03156978374108799
CV,2,4-<8,41,41,1.0,41,1.0,0.7661923981356656,0.78125,3.2549465019840835,2.692582403567252,0.14705882352941177
CV,2,8-<16,97,97,1.0,94,0.9690721649484536,0.8506355902448719,0.8703703703703703,5.1410397755204,3.0413812651491097,0.06141752504728958
CV,2,<4,8,8,1.0,7,0.875,0.6431538574971829,0.6808275862068967,5.244680103814525,3.5155644370746373,0.2880300367598573
CV,2,>32,8,8,1.0,8,1.0,0.8852571429219305,0.9544212750272927,10.545003417633353,3.348905783050559,0.019638635085953877
CV,3,16-32,54,54,1.0,53,0.9814814814814815,0.8643422729126456,0.874540407684347,7.7459237128450775,5.5564252261715525,0.05972206157281778
CV,3,4-<8,39,39,1.0,33,0.8461538461538461,0.606770377534535,0.631578947368421,5.68749971696881,5.5,0.2791632116978025
CV,3,8-<16,89,89,1.0,85,0.9550561797752809,0.7470062019384274,0.7640830156713257,8.650593408071048,6.0,0.12139891289430872
CV,3,<4,8,8,1.0,2,0.25,0.4168045400378191,0.43357677877009904,8.579688846500364,6.768518414505874,0.4834656010361339
CV,3,>32,7,7,1.0,6,0.8571428571428571,0.7988431871289938,0.9081638921309663,22.141452731604357,7.0178344238090995,0.04033238174602931
CV,4,16-32,51,51,1.0,50,0.9803921568627451,0.7945129687901425,0.8039158726469905,12.121084836422696,9.340770846134703,0.0976621440265231
CV,4,4-<8,37,37,1.0,14,0.3783783783783784,0.44366568667352835,0.4518664047151277,8.77871657677511,8.73212459828649,0.4421557758344973
CV,4,8-<16,81,81,1.0,77,0.9506172839506173,0.6423889497727137,0.6550416982562547,12.829631549606454,9.82344135219425,0.19418190330267115
CV,4,<4,8,8,1.0,1,0.125,0.2284998974059323,0.19665342084883264,11.90272886868277,10.670514063662973,0.7961970204450518
CV,4,>32,5,5,1.0,4,0.8,0.783628708568128,0.8677770428717455,23.687490281904115,11.280514172678478,0.06483054122229011
CV,5,16-32,48,48,1.0,47,0.9791666666666666,0.7197811566584372,0.7245396181386361,17.358839524827033,13.656303962476052,0.14561230864698688
CV,5,4-<8,35,35,1.0,4,0.11428571428571428,0.2905189238263142,0.3230769230769231,12.800993018556076,13.341664064126334,0.6780197222807408
CV,5,8-<16,74,74,1.0,50,0.6756756756756757,0.5270827707493667,0.5479237486856672,18.131208312511745,14.272143488082554,0.2847257649723191
CV,5,<4,8,8,1.0,0,0.0,0.10899412368855657,0.04729963714109339,14.63704265227629,15.0156097709407,1.0343739847293798
CV,5,>32,3,3,1.0,3,1.0,0.8108012007161562,0.813544179397838,16.18914875384686,16.0,0.09195402298850575
CV,6,16-32,45,45,1.0,44,0.9777777777777777,0.6392733940330443,0.644927536231884,23.06669658842964,19.557607215607945,0.20379721011381702
CV,6,4-<8,33,33,1.0,0,0.0,0.16525327707022716,0.18181818181818182,18.225379440528588,18.527007313648905,0.8399860472331155
CV,6,8-<16,67,67,1.0,12,0.1791044776119403,0.41567905460515386,0.41723356009070295,24.347926110690484,19.4164878389476,0.388329756778952
CV,6,<4,8,8,1.0,0,0.0,0.07149016027591804,0.0,19.2723853972149,20.2082439194738,1.4323204705193857
CV,6,>32,2,2,1.0,2,1.0,0.7579929824444067,0.7579929824444067,22.354579090514157,22.354579090514157,0.1281050431331708
CV,7,16-32,42,42,1.0,39,0.9285714285714286,0.5575855059750676,0.5593306085871932,29.724870690392425,25.96772457366349,0.2719046261256395
CV,7,4-<8,31,31,1.0,0,0.0,0.0712010455656405,0.04668470906630582,27.125859592444883,24.046829312822098,1.1956521739130435
CV,7,8-<16,60,60,1.0,2,0.03333333333333333,0.31200218793231577,0.31593392070001414,30.20643714173368,25.45333654073739,0.5126298103329384
CV,7,<4,8,8,1.0,0,0.0,0.05843996474899318,0.0,26.23539058671869,26.27952713026116,1.9270640189380703
CV,7,>32,1,1,1.0,1,1.0,0.6867335562987736,0.6867335562987736,29.769951293208393,29.769951293208393,0.17011400738976226
CV,8,16-32,39,39,1.0,12,0.3076923076923077,0.47410438441814423,0.4723769730733519,37.727537521621414,33.0,0.35
CV,8,4-<8,28,28,1.0,0,0.0,0.02008609858510705,0.0,31.006310465167044,30.560055642761192,1.4904655587892863
CV,8,8-<16,54,54,1.0,0,0.0,0.21439166877935875,0.21400277231302195,38.074990726754045,32.519221448142446,0.6388740459506426
CV,8,<4,8,8,1.0,0,0.0,0.02383879594558203,0.0,46.17871341631916,34.80827243625608,2.454793323679385
CV,9,16-32,35,35,1.0,0,0.0,0.38615645377709373,0.38925915193663674,47.34736578506315,41.512046444375635,0.43694865888533496
CV,9,4-<8,26,26,1.0,0,0.0,0.0013351034139424019,0.0,38.86306905165871,38.12100225304384,1.843467674778696
CV,9,8-<16,49,49,1.0,0,0.0,0.1281799073864165,0.11766835626357712,46.84979521111115,40.792156108742276,0.7861861007534003
CV,9,<4,7,7,1.0,0,0.0,0.0,0.0,42.97765467502245,42.737571292716204,3.0710132609579515
CV,10,16-32,32,32,1.0,0,0.0,0.3070866911688658,0.3096046178270342,57.55908551246701,51.30515790334488,0.531949657349089
CV,10,4-<8,24,24,1.0,0,0.0,0.0015780730897009968,0.0,47.43028524860222,45.55489076399583,2.2563664489198745
CV,10,8-<16,43,43,1.0,0,0.0,0.052663161079537064,0.03090280332573026,57.96734914004829,50.039984012787215,0.9582934817404606
CV,10,<4,7,7,1.0,0,0.0,0.0,0.0,50.98733886012134,52.787309080876625,3.7932875731013196
CV,11,16-32,29,29,1.0,0,0.0,0.23185899596233375,0.22802293259207784,68.71743074717682,61.204574992397426,0.637717360908104
CV,11,4-<8,22,22,1.0,0,0.0,0.0,0.0,57.542093485740686,55.06017063889705,2.7562465106119216
CV,11,8-<16,38,38,1.0,0,0.0,0.019203408607925368,0.0,69.23749631409272,60.05203996810623,1.1318039522857428
CV,11,<4,7,7,1.0,0,0.0,0.0,0.0,61.12465155213092,63.33442981506978,4.523887843933556
CV,12,16-32,26,26,1.0,0,0.0,0.16262825103163914,0.15683533779000494,81.07622396488867,72.42979753316118,0.7443353996485481
CV,12,4-<8,19,19,1.0,0,0.0,0.0,0.0,66.36229683726175,64.62391198310421,3.1178390174749064
CV,12,8-<16,34,34,1.0,0,0.0,0.0069698546195763765,0.0,81.47744284643102,69.879983715091,1.3369917229441495
CV,12,<4,7,7,1.0,0,0.0,0.0,0.0,73.32926153047713,72.40511031688303,5.357261903439182
CV,13,16-32,23,23,1.0,0,0.0,0.09953969605628377,0.09131075110456553,94.59510321931742,83.45208205910743,0.8598601654526342
CV,13,4-<8,17,17,1.0,0,0.0,0.0,0.0,77.19540055123377,76.20531477528323,3.6458928566569564
CV,13,8-<16,30,30,1.0,0,0.0,0.0,0.0,96.09160590437845,81.7994450666865,1.5510801156963345
CV,13,<4,7,7,1.0,0,0.0,0.0,0.0,82.57623158069396,83.57332110189232,5.84286150890511
CV,14,16-32,20,20,1.0,0,0.0,0.040523845514903685,0.03546272021982945,109.61050692784161,96.4498170191859,0.9619531793421432
CV,14,4-<8,15,15,1.0,0,0.0,0.0,0.0,89.39612954839556,87.79094486335137,3.913285016699929
CV,14,8-<16,26,26,1.0,0,0.0,0.0,0.0,111.4478587377443,94.12736310599598,1.7902317842694608
CV,14,<4,7,7,1.0,0,0.0,0.0,0.0,95.70246418994866,95.97134989151711,6.8128217954329715
CV,15,16-32,17,17,1.0,0,0.0,0.009086063553601567,0.0,126.55070056809888,110.91100035614141,1.0851037203091163
CV,15,4-<8,13,13,1.0,0,0.0,0.0,0.0,102.30268749312725,100.4800975317998,4.521948155703838
CV,15,8-<16,22,22,1.0,0,0.0,0.0,0.0,129.89409120710098,108.4046515595073,2.084900288361557
CV,15,<4,7,7,1.0,0,0.0,0.0,0.0,106.39415141052811,110.32792031031855,7.880565736451325
CV,16,16-32,14,14,1.0,0,0.0,0.0,0.0,145.93026810541627,124.27309483561,1.219525209318229
CV,16,4-<8,11,11,1.0,0,0.0,0.0,0.0,116.80393576481664,113.50440520085553,4.934974139167632
CV,16,8-<16,18,18,1.0,0,0.0,0.0,0.0,149.4383103267015,120.29813248163344,2.3165778673753668
CV,16,<4,7,7,1.0,0,0.0,0.0,0.0,122.66117406829233,126.64221255173963,9.04587232512426
CV,17,16-32,11,11,1.0,0,0.0,0.0,0.0,169.03039548531132,140.52224023264077,1.3071352825810716
CV,17,4-<8,9,9,1.0,0,0.0,0.0,0.0,130.44548502614953,127.00885795880538,5.608864170033251
CV,17,8-<16,14,14,1.0,0,0.0,0.0,0.0,174.9728171278738,134.53252737689255,2.7844526585250238
CV,17,<4,7,7,1.0,0,0.0,0.0,0.0,134.79522766310086,131.4201278343618,9.138259012403719
CV,18,16-32,9,9,1.0,0,0.0,0.0,0.0,195.12819969538273,158.38244852255568,1.5228968697955414
CV,18,4-<8,7,7,1.0,0,0.0,0.0,0.0,144.58333998676315,143.50348427825716,6.239281925141616
CV,18,8-<16,9,9,1.0,0,0.0,0.0,0.0,175.15306596221365,147.1674216666175,2.8856357189532846
CV,18,<4,7,7,1.0,0,0.0,0.0,0.0,149.01348439149652,147.7235593938895,10.282055400809028
CV,19,16-32,7,7,1.0,0,0.0,0.0,0.0,229.84337000323225,177.1383639983163,1.6103487636210572
CV,19,4-<8,5,5,1.0,0,0.0,0.0,0.0,158.84881839853173,159.0070753142765,6.8360837902926335
CV,19,8-<16,7,7,1.0,0,0.0,0.0,0.0,201.28849527638846,164.77863939236784,3.168819988314766
CV,19,<4,6,6,1.0,0,0.0,0.0,0.0,164.56401547195773,164.66586695381977,11.690391929677684
CV,20,16-32,5,5,1.0,0,0.0,0.0,0.0,278.86586110014684,197.03108891745993,1.7920393295566048
CV,20,4-<8,4,4,1.0,0,0.0,0.0,0.0,176.31047062523615,175.86914668407735,7.569368102490191
CV,20,8-<16,5,5,1.0,0,0.0,0.0,0.0,232.49135973750626,167.04640073943526,3.2754196223418677
CV,20,<4,5,5,1.0,0,0.0,0.0,0.0,184.00827106046918,183.57355474032747,13.112396767166247
CV,21,16-32,3,3,1.0,0,0.0,0.0,0.0,208.10431324097513,207.61803871532936,1.8874367155939034
CV,21,4-<8,3,3,1.0,0,0.0,0.0,0.0,193.57982363577503,193.7330637759079,8.42317668590904
CV,21,8-<16,3,3,1.0,0,0.0,0.0,0.0,290.4262481855717,185.64818878728659,3.570157476678588
CV,21,<4,4,4,1.0,0,0.0,0.0,0.0,199.33761986536328,199.13970670423623,14.544363435857353
CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,224.13345513944242,224.13345513944242,2.2019501269827964
CV,22,4-<8,2,2,1.0,0,0.0,0.0,0.0,214.63163056941903,214.63163056941903,9.138188611003333
CV,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,369.4582057841114,369.4582057841114,7.206989076261265
CV,22,<4,2,2,1.0,0,0.0,0.0,0.0,219.99292110140712,219.99292110140712,15.713780078671938
CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,240.96732143591586,240.96732143591586,2.5364981203780617
CV,23,4-<8,1,1,1.0,0,0.0,0.0,0.0,236.50211415545527,236.50211415545527,9.854254756477303
CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,576.7531967835115,576.7531967835115,11.091407630452144
CV,23,<4,1,1,1.0,0,0.0,0.0,0.0,237.34047273905898,237.34047273905898,16.952890909932783
S_FIXED,1,16-32,62,62,1.0,61,0.9838709677419355,0.9100533406336414,0.9193904754945927,4.857883757030049,3.66160346981591,0.04223331031446449
S_FIXED,1,4-<8,43,43,1.0,43,1.0,0.8036410094635803,0.8121829076718449,2.5961089488435087,2.088392273413329,0.10383239457669022
S_FIXED,1,8-<16,105,105,1.0,105,1.0,0.829530076788378,0.8270601656606065,4.4284537629675045,3.9505816472816697,0.07896078828571572
S_FIXED,1,<4,8,8,1.0,2,0.25,0.48135332947209275,0.425580650997226,7.164437674734268,6.887749605497409,0.4919821146783864
S_FIXED,1,>32,9,9,1.0,9,1.0,0.9250398476593786,0.9371922524263446,5.259241221685102,4.574607185725968,0.026889561734332382
S_FIXED,2,16-32,58,58,1.0,57,0.9827586206896551,0.8448573653627003,0.8476807689234978,8.481297025963114,7.027875478394304,0.08272380067463672
S_FIXED,2,4-<8,41,41,1.0,35,0.8536585365853658,0.6613344621971878,0.6671508972900437,4.792723649199804,4.27818189037115,0.21588603652322302
S_FIXED,2,8-<16,97,97,1.0,94,0.9690721649484536,0.7055176077239281,0.6942861461809929,8.134681228753022,7.832265340496906,0.14595326308933199
S_FIXED,2,<4,8,8,1.0,2,0.25,0.2939811758175213,0.23469541774418673,10.866637083779981,11.653199581854672,0.9422498947854678
S_FIXED,2,>32,8,8,1.0,8,1.0,0.8414236408998172,0.8770332603419502,11.618976101347746,9.712424043871106,0.05628120560400094
S_FIXED,3,16-32,54,54,1.0,54,1.0,0.794926987449807,0.7891397621189782,11.232072264319754,10.230718804071968,0.11953179049970292
S_FIXED,3,4-<8,39,39,1.0,25,0.6410256410256411,0.5531874124727911,0.5611596843300517,6.9395942590527016,6.166127775945921,0.3240009008785327
S_FIXED,3,8-<16,89,89,1.0,65,0.7303370786516854,0.6103755734128389,0.5886734012359813,11.2693136431281,11.218268815093543,0.21266126432646912
S_FIXED,3,<4,8,8,1.0,2,0.25,0.22551560753171718,0.1259895507471045,14.510446412093813,13.706153805568121,0.9554293264891318
S_FIXED,3,>32,7,7,1.0,6,0.8571428571428571,0.7097124636417158,0.8196402450322696,22.30329331299026,14.897484574367587,0.08561772743889418
S_FIXED,4,16-32,51,51,1.0,51,1.0,0.7401498023896423,0.7208930905071395,14.637945550534411,13.620335083464438,0.15888521939692637
S_FIXED,4,4-<8,37,37,1.0,16,0.43243243243243246,0.4679845273515776,0.4859326937734665,9.110778603020536,8.120999441178894,0.41344472359377293
S_FIXED,4,8-<16,81,81,1.0,42,0.5185185185185185,0.5372579648995434,0.5240428443048,14.106327429315721,14.723426525501484,0.28332535417064525
S_FIXED,4,<4,8,8,1.0,2,0.25,0.2104453648435634,0.10791276734854101,17.078520521339335,14.176509232044246,0.9878066014558256
S_FIXED,4,>32,5,5,1.0,4,0.8,0.6593629592569035,0.775570335079071,27.783619204219463,19.065021697749366,0.10956909021695038
S_FIXED,5,16-32,48,48,1.0,45,0.9375,0.6899605174561362,0.6678582501940878,17.930014763988655,16.979114458410578,0.19601099678551037
S_FIXED,5,4-<8,35,35,1.0,10,0.2857142857142857,0.4008963566254068,0.39348480071171493,11.170095230477411,10.257906529521872,0.523010737601168
S_FIXED,5,8-<16,74,74,1.0,31,0.4189189189189189,0.47615472774195955,0.45587666187550324,16.788102004667028,18.071278049305796,0.33139576449603203
S_FIXED,5,<4,8,8,1.0,1,0.125,0.19316922823543994,0.09838015992218364,19.133925230892235,14.288872561744439,1.2031777108353148
S_FIXED,5,>32,3,3,1.0,3,1.0,0.730846875224528,0.731258237222028,23.472324448400972,23.484387564162834,0.13496774462162547
S_FIXED,6,16-32,45,45,1.0,41,0.9111111111111111,0.6441483232067091,0.6150970476542491,21.121225552540693,20.32793697853295,0.23529372500887463
S_FIXED,6,4-<8,33,33,1.0,8,0.24242424242424243,0.3457909412491494,0.34249248944055205,13.256465324213766,11.943394972526526,0.6184249152262133
S_FIXED,6,8-<16,67,67,1.0,23,0.34328358208955223,0.427320203661662,0.4085298967145142,19.225525729729828,21.767522817260932,0.3920841675644806
S_FIXED,6,<4,8,8,1.0,1,0.125,0.1698820343639718,0.09163047685698884,20.74592828321938,14.613156898398787,1.3537831776571823
S_FIXED,6,>32,2,2,1.0,2,1.0,0.6835765996929826,0.6835765996929826,28.605133871738666,28.605133871738666,0.16390991193771245
S_FIXED,7,16-32,42,42,1.0,35,0.8333333333333334,0.6014497841102602,0.5764082910064936,24.348369161363888,23.23603166934128,0.256634742136462
S_FIXED,7,4-<8,31,31,1.0,4,0.12903225806451613,0.29911522511290506,0.31341277861871664,15.189092609360568,13.352591421099675,0.7298259615609742
S_FIXED,7,8-<16,60,60,1.0,19,0.31666666666666665,0.38686423794428687,0.37602205809427125,21.320859935998346,23.731686650471126,0.4228296414805956
S_FIXED,7,<4,8,8,1.0,0,0.0,0.15933940914050318,0.0945477065060772,22.524929518099164,16.107416747873785,1.5168955948958414
S_FIXED,7,>32,1,1,1.0,1,1.0,0.6370583100490272,0.6370583100490272,33.76987956815433,33.76987956815433,0.1929707403894533
S_FIXED,8,16-32,39,39,1.0,25,0.6410256410256411,0.5615993992812868,0.5417298491737844,27.531582504824772,26.620029741181195,0.28336218357307774
S_FIXED,8,4-<8,28,28,1.0,3,0.10714285714285714,0.26559524560421366,0.2581667280376043,15.73049600427399,15.265670132563937,0.7656132239637317
S_FIXED,8,8-<16,54,54,1.0,12,0.2222222222222222,0.35014183938867066,0.3398789856841923,23.591158340312433,25.163423082660582,0.4642329802440104
S_FIXED,8,<4,8,8,1.0,0,0.0,0.14987850121512455,0.10603198929303248,24.226071256027495,17.73141155792404,1.5570830387131882
S_FIXED,9,16-32,35,35,1.0,19,0.5428571428571428,0.5198693867222566,0.5137916631028764,31.126631621007828,30.19592124889732,0.31351319144661016
S_FIXED,9,4-<8,26,26,1.0,2,0.07692307692307693,0.2339171111357752,0.22681577284726084,17.394837471913903,16.8348322009465,0.8198069715112484
S_FIXED,9,8-<16,49,49,1.0,8,0.16326530612244897,0.31193795461562174,0.3241047091703123,26.07911661428857,25.535232716431814,0.4977233980924709
S_FIXED,9,<4,7,7,1.0,0,0.0,0.14435326550012936,0.14672940402799556,20.21025382996796,19.4762429260825,1.4049411297767382
S_FIXED,10,16-32,32,32,1.0,15,0.46875,0.4860267930705114,0.4784294069383172,34.34898558778678,33.626492112168236,0.36107696719235044
S_FIXED,10,4-<8,24,24,1.0,1,0.041666666666666664,0.20445969047288626,0.207302323407124,19.18779777577473,18.21180129862529,0.8149905782165514
S_FIXED,10,8-<16,43,43,1.0,4,0.09302325581395349,0.2745829061487518,0.2767518007966258,28.67644972629414,26.814002114641607,0.5220730925745866
S_FIXED,10,<4,7,7,1.0,0,0.0,0.12051022296864557,0.13694112813283035,21.58445641214538,21.520249737146578,1.53716069551047
S_FIXED,11,16-32,29,29,1.0,11,0.3793103448275862,0.4551024100923271,0.45356148910646377,37.55947633172061,37.234069519928596,0.38466737633270653
S_FIXED,11,4-<8,22,22,1.0,1,0.045454545454545456,0.1776659091507637,0.18260810871301164,20.969747057101372,19.29793350693172,0.8654327687220515
S_FIXED,11,8-<16,38,38,1.0,1,0.02631578947368421,0.24581215055809902,0.2548110492677546,30.811673346941227,29.849652682564788,0.5343612440630257
S_FIXED,11,<4,7,7,1.0,0,0.0,0.10169580853946711,0.08876419361755576,23.078377835529526,21.98158039218335,1.5701128851559536
S_FIXED,12,16-32,26,26,1.0,6,0.23076923076923078,0.4277214235560009,0.42924527733744045,40.851200009293706,39.62445142106822,0.4130602561681995
S_FIXED,12,4-<8,19,19,1.0,0,0.0,0.1672517701454665,0.16036583810658478,21.02889086882501,19.193583086371458,0.834503612450933
S_FIXED,12,8-<16,34,34,1.0,0,0.0,0.21502500805582425,0.2314008963719334,33.451336895344504,32.2623978762893,0.5803829734779564
S_FIXED,12,<4,7,7,1.0,0,0.0,0.08251500507941745,0.06397092152989335,24.6660779988071,23.08991492576941,1.6492796375549579
S_FIXED,13,16-32,23,23,1.0,4,0.17391304347826086,0.40317547485873645,0.408731523495859,44.302859516312736,42.505370863378914,0.4316299308857654
S_FIXED,13,4-<8,17,17,1.0,0,0.0,0.1509377161942194,0.14945322500665173,22.233371432431312,20.467595250214462,0.8898954456614984
S_FIXED,13,8-<16,30,30,1.0,0,0.0,0.18669194612487372,0.19209740466485137,36.20438405864838,35.17258933015006,0.6347721224671092
S_FIXED,13,<4,7,7,1.0,0,0.0,0.06241029708487262,0.03161072347355059,26.557893107488976,27.703771161208287,1.8796925458936902
S_FIXED,14,16-32,20,20,1.0,2,0.1,0.3825764998375352,0.3735904743370434,47.93538239031053,47.036257036942835,0.4688894459859546
S_FIXED,14,4-<8,15,15,1.0,0,0.0,0.1414419262384281,0.13309001825522748,23.18389775549453,21.51644873626792,0.9354977711420835
S_FIXED,14,8-<16,26,26,1.0,0,0.0,0.16107341293336871,0.14917003144652868,38.989279779226614,35.92193257654512,0.7064842056593236
S_FIXED,14,<4,7,7,1.0,0,0.0,0.036920780705778665,0.012460933312659838,28.78532962870364,28.955170178218136,1.99172569684417
S_FIXED,15,16-32,17,17,1.0,2,0.11764705882352941,0.3648489434432101,0.3586055034769189,51.85075702970601,51.47343253048066,0.509201828221693
S_FIXED,15,4-<8,13,13,1.0,0,0.0,0.13413671167482055,0.1347441423498253,23.827390146491872,21.274092700566282,0.924960552198534
S_FIXED,15,8-<16,22,22,1.0,0,0.0,0.13864173434868865,0.1442220135688684,41.843700295282716,40.06424141170659,0.7173929439245568
S_FIXED,15,<4,7,7,1.0,0,0.0,0.020851264173972962,0.013913821519216898,30.879978687313088,30.24436805459147,2.114410838730807
S_FIXED,16,16-32,14,14,1.0,1,0.07142857142857142,0.3493218148705222,0.34583137460631075,56.358748744642135,57.104465216462856,0.5540862035078894
S_FIXED,16,4-<8,11,11,1.0,0,0.0,0.1296676507999857,0.13818290607959668,23.98261567754738,20.710155085285454,0.9004415254471937
S_FIXED,16,8-<16,18,18,1.0,0,0.0,0.11798780916526999,0.10148469894342049,44.790227260251505,43.32922349986967,0.7957632647182371
S_FIXED,16,<4,7,7,1.0,0,0.0,0.007290340661552028,0.0,33.31414324959197,32.5678430225364,2.358237496672163
S_FIXED,17,16-32,11,11,1.0,1,0.09090909090909091,0.3345886398515829,0.3236852866078253,61.96878869575243,65.10765536760267,0.6104893806382876
S_FIXED,17,4-<8,9,9,1.0,0,0.0,0.13581797020950154,0.1550916974317936,22.985750213924305,19.746412680373016,0.8585396817553486
S_FIXED,17,8-<16,14,14,1.0,0,0.0,0.09791127184974638,0.06219217546928833,48.06429097492135,48.07409351138563,0.8857144095199637
S_FIXED,17,<4,7,7,1.0,0,0.0,0.0009579062097986207,0.0,35.738853863450444,35.99509494305771,2.5107841805144537
S_FIXED,18,16-32,9,9,1.0,0,0.0,0.31773907169577775,0.3080350336952256,67.29560106558965,71.28657596578459,0.6536011021342493
S_FIXED,18,4-<8,7,7,1.0,0,0.0,0.14876772037680838,0.1556244203987109,20.839645405850042,17.7061749538455,0.7698336936454566
S_FIXED,18,8-<16,9,9,1.0,0,0.0,0.04479258796958246,0.005982016420853817,54.64369163308251,56.06338167898945,1.0992819937056755
S_FIXED,18,<4,7,7,1.0,0,0.0,0.0008264358087257545,0.0,38.23813674895971,38.39164764737315,2.7291573296697136
S_FIXED,19,16-32,7,7,1.0,0,0.0,0.289899817891015,0.29119328600753414,74.24069958673383,79.82081433226745,0.7063788878961721
S_FIXED,19,4-<8,5,5,1.0,0,0.0,0.1674691432096042,0.18788290231147498,17.570795957821055,15.04133072316886,0.6372110763220296
S_FIXED,19,8-<16,7,7,1.0,0,0.0,0.027437769166071792,0.0,58.36621220244688,61.246030921114844,1.2009025670806832
S_FIXED,19,<4,6,6,1.0,0,0.0,0.0009072272074780872,0.0,39.740510737939154,40.86937025117232,2.8791665212893327
S_FIXED,20,16-32,5,5,1.0,0,0.0,0.25982629423228276,0.25787191530916,82.71009128969033,87.28331595084046,0.766282407049706
S_FIXED,20,4-<8,4,4,1.0,0,0.0,0.17663901354499986,0.19587812861641946,16.787530156319853,15.413662778929911,0.6568233479648986
S_FIXED,20,8-<16,5,5,1.0,0,0.0,0.012959653828634617,0.0,62.84288210564715,65.45422005754618,1.2834160795597291
S_FIXED,20,<4,5,5,1.0,0,0.0,0.002350808415646975,0.0,40.94562104669474,42.470296645457196,3.033592617532657
S_FIXED,21,16-32,3,3,1.0,0,0.0,0.2263519821814776,0.23139717504338816,95.99708349480579,95.32983210148504,0.8666348372862276
S_FIXED,21,4-<8,3,3,1.0,0,0.0,0.18568436040416678,0.19377536129189107,15.769463910665776,14.78922546845215,0.6430098029761805
S_FIXED,21,8-<16,3,3,1.0,0,0.0,0.0,0.0,68.95738727635602,68.90052177032368,1.350990622947523
S_FIXED,21,<4,4,4,1.0,0,0.0,0.00494293940034081,0.0,41.69600307425616,44.47597353749998,3.2313130071150002
S_FIXED,22,16-32,2,2,1.0,0,0.0,0.15675121797707084,0.15675121797707084,103.13334827596074,103.13334827596074,1.0125983503538025
S_FIXED,22,4-<8,2,2,1.0,0,0.0,0.18532531225718013,0.18532531225718013,15.29762683608903,15.29762683608903,0.6522449204402421
S_FIXED,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,70.31320219463137,70.31320219463137,1.3657916536118342
S_FIXED,22,<4,2,2,1.0,0,0.0,0.0,0.0,47.256273947265285,47.256273947265285,3.375448139090377
S_FIXED,23,16-32,1,1,1.0,0,0.0,0.06342976152149059,0.06342976152149059,110.97777909463463,110.97777909463463,1.168187148364575
S_FIXED,23,4-<8,1,1,1.0,0,0.0,0.1795495360663641,0.1795495360663641,15.173556868103178,15.173556868103178,0.6322315361709657
S_FIXED,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,71.71169989369014,71.71169989369014,1.3790711518017333
