model,horizon,target_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
T_RES_CV,2,4-<8,41,41,1.0,36,0.8780487804878049,0.7281428356161282,0.7568427753023552,3.773580335730251,2.5,0.13176156917368248
T_RES_CV,2,8-<16,97,97,1.0,94,0.9690721649484536,0.8287759045834234,0.8527838469072553,5.5699288851844555,3.0413812651491097,0.06336210969060645
T_RES_CV,2,<4,8,8,1.0,6,0.75,0.5966294028010665,0.6112506151075183,6.617428719218171,4.029362533868861,0.336823771462364
T_RES_CV,2,>32,8,8,1.0,8,1.0,0.8856242759901107,0.9443151397743386,9.291437176026182,3.715748250666568,0.022122911791049648
T_RES_CV,3,16-32,54,54,1.0,53,0.9814814814814815,0.8424331564493386,0.8626634677287441,7.984322721434059,5.868260312783675,0.06519762112344363
T_RES_CV,3,4-<8,39,39,1.0,27,0.6923076923076923,0.5912836418539635,0.6582318025616994,6.126719400283855,4.808846015417836,0.22169650059099064
T_RES_CV,3,8-<16,89,89,1.0,83,0.9325842696629213,0.7355746969458344,0.7620225031254341,8.844831398500075,5.202163011671203,0.11204091373961035
T_RES_CV,3,<4,8,8,1.0,1,0.125,0.3633553556553101,0.34607388069273093,11.307480441424378,12.314513463331393,0.8209675642220928
T_RES_CV,3,>32,7,7,1.0,6,0.8571428571428571,0.8074456125085734,0.9239434563635921,21.089720628611285,5.836308764964376,0.03413046061382676
T_RES_CV,4,16-32,51,51,1.0,48,0.9411764705882353,0.7733028547985829,0.7933728944749548,11.88797044205037,9.414085191881366,0.09909563359875122
T_RES_CV,4,4-<8,37,37,1.0,17,0.4594594594594595,0.44725504302042113,0.48936170212765956,9.400478755482135,7.810249675906654,0.34938562148434216
T_RES_CV,4,8-<16,81,81,1.0,66,0.8148148148148148,0.6391813161062856,0.6560653547757284,12.67252940436684,9.25,0.19362997797600173
T_RES_CV,4,<4,8,8,1.0,0,0.0,0.1694419705016391,0.13169061102721952,13.720966689400264,11.861165630350918,1.033881671919771
T_RES_CV,4,>32,5,5,1.0,4,0.8,0.7983421325221064,0.8683821423318393,21.902984664559597,10.065411069598698,0.05784719005516493
T_RES_CV,5,16-32,48,48,1.0,44,0.9166666666666666,0.7097500629161596,0.7198687829056101,16.222798848393925,13.132432641461467,0.14028115987796572
T_RES_CV,5,4-<8,35,35,1.0,10,0.2857142857142857,0.34239522519061655,0.3232432432432432,12.903488209351835,10.965856099730654,0.5759985906382354
T_RES_CV,5,8-<16,74,74,1.0,42,0.5675675675675675,0.5505807535537419,0.5433516656032524,17.090844241532057,12.749980917901329,0.272509335490969
T_RES_CV,5,<4,8,8,1.0,0,0.0,0.04524977055028272,0.020085900154982635,19.840357902830178,18.281626162836986,1.460715548543889
T_RES_CV,5,>32,3,3,1.0,3,1.0,0.8324636690262941,0.8166395167185546,13.142341172569902,14.320003491619685,0.08182859138068392
T_RES_CV,6,16-32,45,45,1.0,40,0.8888888888888888,0.6538393184479983,0.6628718599529693,20.549349715926198,17.329526825623372,0.18139889051266103
T_RES_CV,6,4-<8,33,33,1.0,7,0.21212121212121213,0.2485950327172971,0.19873150105708245,16.83545335207883,16.53216561736544,0.764226373604954
T_RES_CV,6,8-<16,67,67,1.0,29,0.43283582089552236,0.47476666074145246,0.45703959690822277,21.770548699463994,16.554833131143305,0.34119857633040174
T_RES_CV,6,<4,8,8,1.0,0,0.0,0.050485602117716105,0.0,22.994988835277752,23.12432877047575,1.8332063159336123
T_RES_CV,6,>32,2,2,1.0,2,1.0,0.7926265690559935,0.7926265690559935,17.435123399590882,17.435123399590882,0.09996671898793413
T_RES_CV,7,16-32,42,42,1.0,33,0.7857142857142857,0.6015072614823376,0.5991605704473435,25.366406223593334,21.635445401531094,0.23423744928929766
T_RES_CV,7,4-<8,31,31,1.0,4,0.12903225806451613,0.1751495579264302,0.09184238337275427,23.9872143710053,20.263884129159443,1.041618456184635
T_RES_CV,7,8-<16,60,60,1.0,17,0.2833333333333333,0.40813495314327236,0.3789311245488233,25.385879831916686,21.775846522287594,0.4211859651027119
T_RES_CV,7,<4,8,8,1.0,0,0.0,0.03593493782524558,0.0,28.818366996686372,31.01849776561172,2.1995673601859993
T_RES_CV,7,>32,1,1,1.0,1,1.0,0.7217638691322902,0.7217638691322902,26.1725046566048,26.1725046566048,0.14955716946631314
T_RES_CV,8,16-32,39,39,1.0,22,0.5641025641025641,0.545750058152713,0.5240613078107221,30.56859640393802,26.443335644354704,0.28465988477479576
T_RES_CV,8,4-<8,28,28,1.0,3,0.10714285714285714,0.13235648675673178,0.04012831643367439,25.538758240578613,24.89659274011666,1.1820466507063037
T_RES_CV,8,8-<16,54,54,1.0,9,0.16666666666666666,0.3453205087263761,0.3011394461776733,30.696016972734455,27.336421735571967,0.5263732483184204
T_RES_CV,8,<4,8,8,1.0,0,0.0,0.024689150180024478,0.0,44.491577806575435,38.98571633908466,2.7345542197223107
T_RES_CV,9,16-32,35,35,1.0,13,0.37142857142857144,0.4836775539331452,0.4581677062548117,37.45035973343905,32.250968977691194,0.3387850002553436
T_RES_CV,9,4-<8,26,26,1.0,1,0.038461538461538464,0.08624178339321503,0.0,30.65037010167056,30.664690126829974,1.4432298708992366
T_RES_CV,9,8-<16,49,49,1.0,7,0.14285714285714285,0.28535690062048724,0.22350396539293438,36.162016653697286,31.51586901863885,0.6139204413789665
T_RES_CV,9,<4,7,7,1.0,0,0.0,0.019506047696669998,0.0,35.930013127114684,35.171899294749494,2.4831703936865934
T_RES_CV,10,16-32,32,32,1.0,8,0.25,0.433098461222644,0.40236969688019,44.16908242274459,39.51978065412506,0.3907235940444771
T_RES_CV,10,4-<8,24,24,1.0,1,0.041666666666666664,0.055402424448878794,0.0,37.544357633738706,38.09765876938306,1.7302536661498693
T_RES_CV,10,8-<16,43,43,1.0,5,0.11627906976744186,0.20945658741279052,0.16989022477783586,43.5203387862485,37.25335555356054,0.7147571763756945
T_RES_CV,10,<4,7,7,1.0,0,0.0,0.05836397287535078,0.0,37.28755679932057,42.50294107470682,2.9726998577798676
T_RES_CV,11,16-32,29,29,1.0,3,0.10344827586206896,0.3795796793365836,0.337568774006021,51.822473600788804,46.83014520583937,0.459119070645484
T_RES_CV,11,4-<8,22,22,1.0,0,0.0,0.014818460384603493,0.0,45.2069011827235,44.358678762381004,2.129123279538028
T_RES_CV,11,8-<16,38,38,1.0,1,0.02631578947368421,0.15535541741949532,0.11839956699811499,50.90692937444417,42.79161358755289,0.815008382022679
T_RES_CV,11,<4,7,7,1.0,0,0.0,0.03784843068186076,0.0,43.93059078219323,51.573370066343344,3.6838121475959533
T_RES_CV,12,16-32,26,26,1.0,3,0.11538461538461539,0.31866342484842236,0.30307518238741904,61.030579554367236,52.45296162846207,0.5299546187224923
T_RES_CV,12,4-<8,19,19,1.0,0,0.0,0.006060134620268667,0.0,49.82950658792581,51.02082907989638,2.525601427559081
T_RES_CV,12,8-<16,34,34,1.0,1,0.029411764705882353,0.10482473519522567,0.03938182119903038,60.622557937481254,50.3484301844924,0.9211270719516691
T_RES_CV,12,<4,7,7,1.0,0,0.0,0.0,0.0,54.74545585715565,64.05905478540875,4.5736260839246095
T_RES_CV,13,16-32,23,23,1.0,1,0.043478260869565216,0.25389582142377515,0.23074862131326887,71.60209992636223,57.604253315184984,0.6174810800724577
T_RES_CV,13,4-<8,17,17,1.0,0,0.0,0.0,0.0,57.374194960685735,57.97251503945641,2.9673713966524446
T_RES_CV,13,8-<16,30,30,1.0,0,0.0,0.06405249303239517,0.001962530969017064,72.27237951535145,60.86408961640111,1.0997695975738842
T_RES_CV,13,<4,7,7,1.0,0,0.0,0.025386810875769866,0.0,59.53272346451213,75.00041666550926,5.313008145632336
T_RES_CV,14,16-32,20,20,1.0,0,0.0,0.17899389048463005,0.15017991563982813,84.89464088975996,70.35580280353659,0.7237794356757171
T_RES_CV,14,4-<8,15,15,1.0,0,0.0,0.0,0.0,65.33514230789339,60.4695171139972,3.0400601924197113
T_RES_CV,14,8-<16,26,26,1.0,0,0.0,0.0414636535574174,0.0,84.92005198947126,71.74312945497428,1.3458634734987878
T_RES_CV,14,<4,7,7,1.0,0,0.0,0.0,0.0,75.38841713865735,77.44554538512851,6.1419549909708
T_RES_CV,15,16-32,17,17,1.0,0,0.0,0.10981265941123744,0.07649233981507507,101.86041462621944,83.25600578937234,0.8662343721545025
T_RES_CV,15,4-<8,13,13,1.0,0,0.0,0.0,0.0,75.85353440845539,72.59218277473133,3.517123249849425
T_RES_CV,15,8-<16,22,22,1.0,0,0.0,0.015275318039405517,0.0,104.25231244559274,86.77811699323163,1.6365220317490508
T_RES_CV,15,<4,7,7,1.0,0,0.0,0.0,0.0,84.92646849774103,89.04528342366035,6.291192380026222
T_RES_CV,16,16-32,14,14,1.0,0,0.0,0.03792567591184638,0.01734380325011642,125.84780557339298,100.85654623434982,0.9981204583678154
T_RES_CV,16,4-<8,11,11,1.0,0,0.0,0.0,0.0,90.62613180891965,90.9072329355591,4.328915854074243
T_RES_CV,16,8-<16,18,18,1.0,0,0.0,0.009032408893326835,0.0,122.51657516902586,98.48924475425179,1.8485321191144006
T_RES_CV,16,<4,7,7,1.0,0,0.0,0.0,0.0,110.35431522503407,118.05639542184913,8.432599672989223
T_RES_CV,17,16-32,11,11,1.0,0,0.0,0.016875445922081678,0.0,146.24761260602725,114.85316713090675,1.091691926063057
T_RES_CV,17,4-<8,9,9,1.0,0,0.0,0.0,0.0,98.30375076738713,93.66229230592214,4.226751714580687
T_RES_CV,17,8-<16,14,14,1.0,0,0.0,0.0,0.0,145.88627383865017,109.99981503072686,2.0741182805965988
T_RES_CV,17,<4,7,7,1.0,0,0.0,0.0,0.0,115.1084853685301,111.09371044303093,8.192770736871548
T_RES_CV,18,16-32,9,9,1.0,0,0.0,0.0026675447389186693,0.0,167.27084639798392,130.92173234417578,1.1842866368188791
T_RES_CV,18,4-<8,7,7,1.0,0,0.0,0.0,0.0,110.22238221221059,107.34116172279859,4.819190626928629
T_RES_CV,18,8-<16,9,9,1.0,0,0.0,0.0,0.0,144.75076042593616,119.5120286833087,2.3433731114374257
T_RES_CV,18,<4,7,7,1.0,0,0.0,0.0,0.0,122.05483339666861,118.82576530365795,8.942435664417435
T_RES_CV,19,16-32,7,7,1.0,0,0.0,0.0,0.0,196.17771178695253,147.03230937450448,1.289757099776355
T_RES_CV,19,4-<8,5,5,1.0,0,0.0,0.0,0.0,119.32337081406347,119.08846501655817,5.177759348546007
T_RES_CV,19,8-<16,7,7,1.0,0,0.0,0.0,0.0,164.14112627055496,132.70738487363843,2.552065093723816
T_RES_CV,19,<4,6,6,1.0,0,0.0,0.0,0.0,135.0626612445946,136.4660401991189,9.699551677784228
T_RES_CV,20,16-32,5,5,1.0,0,0.0,0.0,0.0,239.3969665067172,162.7901256219185,1.4799102329265317
T_RES_CV,20,4-<8,4,4,1.0,0,0.0,0.0,0.0,129.66589481459968,128.9382079314452,5.605774307550586
T_RES_CV,20,8-<16,5,5,1.0,0,0.0,0.0,0.0,185.89625522551182,119.44140823014438,2.2969501582720073
T_RES_CV,20,<4,5,5,1.0,0,0.0,0.0,0.0,149.5946242787994,148.37136684684145,10.59795477477439
T_RES_CV,21,16-32,3,3,1.0,0,0.0,0.0,0.0,167.90765203662465,172.77188718075635,1.5706535198250577
T_RES_CV,21,4-<8,3,3,1.0,0,0.0,0.0,0.0,140.73617810820215,138.5324871645637,5.942104099914062
T_RES_CV,21,8-<16,3,3,1.0,0,0.0,0.0,0.0,234.09675100619506,130.034610777285,2.549698250535
T_RES_CV,21,<4,4,4,1.0,0,0.0,0.0,0.0,157.67483796608826,160.41917425235584,11.59020953422424
T_RES_CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,178.80216525152906,178.80216525152906,1.761299706922099
T_RES_CV,22,4-<8,2,2,1.0,0,0.0,0.0,0.0,156.22009920916398,156.22009920916398,6.646245767375626
T_RES_CV,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,307.54325439463423,307.54325439463423,6.003251683634896
T_RES_CV,22,<4,2,2,1.0,0,0.0,0.0,0.0,170.3591940080018,170.3591940080018,12.168513857714412
T_RES_CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,184.96705787788267,184.96705787788267,1.9470216618724492
T_RES_CV,23,4-<8,1,1,1.0,0,0.0,0.0,0.0,166.26879592996397,166.26879592996397,6.927866497081832
T_RES_CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,501.4432295883553,501.4432295883553,9.643139030545294
T_RES_CV,23,<4,1,1,1.0,0,0.0,0.0,0.0,176.64653973401235,176.64653973401235,12.617609981000882
