class,cohort,method,horizon,count,valid_count,valid_fraction,mean_iou,median_iou
small_launcher,paired_history,hold,19,5,0,0.0,0.0,0.0
small_launcher,paired_history,hold,20,4,0,0.0,0.0,0.0
small_launcher,paired_history,hold,21,3,0,0.0,0.0,0.0
small_launcher,paired_history,hold,22,2,0,0.0,0.0,0.0
small_launcher,paired_history,hold,23,1,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,1,23,23,1.0,0.9217449628415063,0.9263888888888889
small_launcher,paired_history,velocity,2,22,22,1.0,0.8026674176123433,0.7982035928143713
small_launcher,paired_history,velocity,3,21,21,1.0,0.6623950283025213,0.6618705035971223
small_launcher,paired_history,velocity,4,20,11,0.55,0.5067053689318641,0.5018160151064417
small_launcher,paired_history,velocity,5,19,1,0.05263157894736842,0.35719450263010477,0.36102564102564105
small_launcher,paired_history,velocity,6,18,0,0.0,0.21930827066882227,0.21526638223389127
small_launcher,paired_history,velocity,7,17,0,0.0,0.09494594218386922,0.06973058637083994
small_launcher,paired_history,velocity,8,16,0,0.0,0.01934502245935617,0.0
small_launcher,paired_history,velocity,9,15,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,10,14,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,11,13,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,12,12,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,13,11,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,14,10,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,15,9,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,16,8,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,17,7,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,18,6,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,19,5,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,20,4,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,21,3,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,22,2,0,0.0,0.0,0.0
small_launcher,paired_history,velocity,23,1,0,0.0,0.0,0.0
small_plane,paired_history,hold,1,7,0,0.0,0.0,0.0
small_plane,paired_history,hold,2,6,0,0.0,0.0,0.0
small_plane,paired_history,hold,3,5,0,0.0,0.0,0.0
small_plane,paired_history,hold,4,4,0,0.0,0.0,0.0
small_plane,paired_history,hold,5,3,0,0.0,0.0,0.0
small_plane,paired_history,hold,6,2,0,0.0,0.0,0.0
small_plane,paired_history,hold,7,1,0,0.0,0.0,0.0
small_plane,paired_history,velocity,1,7,7,1.0,0.9379866012187498,0.9411764705882353
small_plane,paired_history,velocity,2,6,6,1.0,0.8438321188909096,0.8555247597930524
small_plane,paired_history,velocity,3,5,5,1.0,0.7239392543831782,0.7280064568200162
small_plane,paired_history,velocity,4,4,4,1.0,0.5961908675434949,0.6093223419809732
small_plane,paired_history,velocity,5,3,1,0.3333333333333333,0.4656922753122539,0.4828398384925976
small_plane,paired_history,velocity,6,2,0,0.0,0.3623224874634521,0.3623224874634521
small_plane,paired_history,velocity,7,1,0,0.0,0.23126510878323933,0.23126510878323933
small_tower,paired_history,hold,1,18,0,0.0,0.0,0.0
small_tower,paired_history,hold,2,17,0,0.0,0.0,0.0
small_tower,paired_history,hold,3,16,0,0.0,0.0,0.0
small_tower,paired_history,hold,4,15,0,0.0,0.0,0.0
small_tower,paired_history,hold,5,14,0,0.0,0.0,0.0
small_tower,paired_history,hold,6,13,0,0.0,0.0,0.0
small_tower,paired_history,hold,7,12,0,0.0,0.0,0.0
small_tower,paired_history,hold,8,11,0,0.0,0.0,0.0
small_tower,paired_history,hold,9,10,0,0.0,0.0,0.0
small_tower,paired_history,hold,10,9,0,0.0,0.0,0.0
small_tower,paired_history,hold,11,8,0,0.0,0.0,0.0
small_tower,paired_history,hold,12,7,0,0.0,0.0,0.0
small_tower,paired_history,hold,13,6,0,0.0,0.0,0.0
small_tower,paired_history,hold,14,5,0,0.0,0.0,0.0
small_tower,paired_history,hold,15,4,0,0.0,0.0,0.0
small_tower,paired_history,hold,16,3,0,0.0,0.0,0.0
small_tower,paired_history,hold,17,2,0,0.0,0.0,0.0
small_tower,paired_history,hold,18,1,0,0.0,0.0,0.0
small_tower,paired_history,velocity,1,18,18,1.0,0.9455944460159869,0.9341369762548191
small_tower,paired_history,velocity,2,17,17,1.0,0.8706823710464132,0.8725212464589235
small_tower,paired_history,velocity,3,16,16,1.0,0.7758939134266789,0.7715556831228474
small_tower,paired_history,velocity,4,15,15,1.0,0.6602953879431902,0.6574119980168567
small_tower,paired_history,velocity,5,14,12,0.8571428571428571,0.5443229025550836,0.5482412696671448
small_tower,paired_history,velocity,6,13,1,0.07692307692307693,0.4307951912856843,0.4323219281256725
small_tower,paired_history,velocity,7,12,0,0.0,0.3198190950408013,0.3254466608640889
small_tower,paired_history,velocity,8,11,0,0.0,0.21063926147714626,0.2014375561545373
small_tower,paired_history,velocity,9,10,0,0.0,0.10890512822184714,0.10903930065073301
small_tower,paired_history,velocity,10,9,0,0.0,0.033435067283379666,0.03787375415282392
small_tower,paired_history,velocity,11,8,0,0.0,0.0,0.0
small_tower,paired_history,velocity,12,7,0,0.0,0.0,0.0
small_tower,paired_history,velocity,13,6,0,0.0,0.0,0.0
small_tower,paired_history,velocity,14,5,0,0.0,0.0,0.0
small_tower,paired_history,velocity,15,4,0,0.0,0.0,0.0
small_tower,paired_history,velocity,16,3,0,0.0,0.0,0.0
small_tower,paired_history,velocity,17,2,0,0.0,0.0,0.0
small_tower,paired_history,velocity,18,1,0,0.0,0.0,0.0
spacecraft,paired_history,hold,1,21,0,0.0,0.0,0.0
spacecraft,paired_history,hold,2,20,0,0.0,0.0,0.0
spacecraft,paired_history,hold,3,19,0,0.0,0.0,0.0
spacecraft,paired_history,hold,4,18,0,0.0,0.0,0.0
spacecraft,paired_history,hold,5,17,0,0.0,0.0,0.0
spacecraft,paired_history,hold,6,16,0,0.0,0.0,0.0
spacecraft,paired_history,hold,7,15,0,0.0,0.0,0.0
spacecraft,paired_history,hold,8,14,0,0.0,0.0,0.0
spacecraft,paired_history,hold,9,13,0,0.0,0.0,0.0
spacecraft,paired_history,hold,10,12,0,0.0,0.0,0.0
spacecraft,paired_history,hold,11,11,0,0.0,0.0,0.0
spacecraft,paired_history,hold,12,10,0,0.0,0.0,0.0
spacecraft,paired_history,hold,13,9,0,0.0,0.0,0.0
spacecraft,paired_history,hold,14,8,0,0.0,0.0,0.0
spacecraft,paired_history,hold,15,7,0,0.0,0.0,0.0
spacecraft,paired_history,hold,16,6,0,0.0,0.0,0.0
spacecraft,paired_history,hold,17,5,0,0.0,0.0,0.0
spacecraft,paired_history,hold,18,4,0,0.0,0.0,0.0
spacecraft,paired_history,hold,19,3,0,0.0,0.0,0.0
spacecraft,paired_history,hold,20,2,0,0.0,0.0,0.0
spacecraft,paired_history,hold,21,1,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,1,21,21,1.0,0.9296418366825243,0.9407839866555463
spacecraft,paired_history,velocity,2,20,20,1.0,0.8489241041678713,0.842035040545945
spacecraft,paired_history,velocity,3,19,18,0.9473684210526315,0.733875264758072,0.7318087318087318
spacecraft,paired_history,velocity,4,18,17,0.9444444444444444,0.6185243000243037,0.6331133472561091
spacecraft,paired_history,velocity,5,17,8,0.47058823529411764,0.4931266289948289,0.499644128113879
spacecraft,paired_history,velocity,6,16,0,0.0,0.379863388777505,0.39484838963453317
spacecraft,paired_history,velocity,7,15,0,0.0,0.26328572979428627,0.2775277527752775
spacecraft,paired_history,velocity,8,14,0,0.0,0.157849312404317,0.17550664592308501
spacecraft,paired_history,velocity,9,13,0,0.0,0.05878825656882092,0.08097538532321141
spacecraft,paired_history,velocity,10,12,0,0.0,0.006202992944095526,0.0
spacecraft,paired_history,velocity,11,11,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,12,10,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,13,9,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,14,8,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,15,7,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,16,6,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,17,5,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,18,4,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,19,3,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,20,2,0,0.0,0.0,0.0
spacecraft,paired_history,velocity,21,1,0,0.0,0.0,0.0
ta-ta,paired_history,hold,1,23,0,0.0,0.0,0.0
ta-ta,paired_history,hold,2,22,0,0.0,0.0,0.0
ta-ta,paired_history,hold,3,21,0,0.0,0.0,0.0
ta-ta,paired_history,hold,4,20,0,0.0,0.0,0.0
ta-ta,paired_history,hold,5,19,0,0.0,0.0,0.0
ta-ta,paired_history,hold,6,18,0,0.0,0.0,0.0
ta-ta,paired_history,hold,7,17,0,0.0,0.0,0.0
ta-ta,paired_history,hold,8,16,0,0.0,0.0,0.0
ta-ta,paired_history,hold,9,15,0,0.0,0.0,0.0
ta-ta,paired_history,hold,10,14,0,0.0,0.0,0.0
ta-ta,paired_history,hold,11,13,0,0.0,0.0,0.0
ta-ta,paired_history,hold,12,12,0,0.0,0.0,0.0
ta-ta,paired_history,hold,13,11,0,0.0,0.0,0.0
ta-ta,paired_history,hold,14,10,0,0.0,0.0,0.0
ta-ta,paired_history,hold,15,9,0,0.0,0.0,0.0
ta-ta,paired_history,hold,16,8,0,0.0,0.0,0.0
ta-ta,paired_history,hold,17,7,0,0.0,0.0,0.0
ta-ta,paired_history,hold,18,6,0,0.0,0.0,0.0
ta-ta,paired_history,hold,19,5,0,0.0,0.0,0.0
ta-ta,paired_history,hold,20,4,0,0.0,0.0,0.0
ta-ta,paired_history,hold,21,3,0,0.0,0.0,0.0
ta-ta,paired_history,hold,22,2,0,0.0,0.0,0.0
ta-ta,paired_history,hold,23,1,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,1,23,23,1.0,0.8617133895162121,0.868824531516184
ta-ta,paired_history,velocity,2,22,21,0.9545454545454546,0.6789564014453631,0.7024720893141946
ta-ta,paired_history,velocity,3,21,10,0.47619047619047616,0.4714899071930069,0.4860759493670886
ta-ta,paired_history,velocity,4,20,0,0.0,0.2656347628275709,0.2957671957671958
ta-ta,paired_history,velocity,5,19,0,0.0,0.1044471678938756,0.09198813056379822
ta-ta,paired_history,velocity,6,18,0,0.0,0.01937150163142249,0.0
ta-ta,paired_history,velocity,7,17,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,8,16,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,9,15,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,10,14,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,11,13,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,12,12,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,13,11,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,14,10,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,15,9,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,16,8,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,17,7,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,18,6,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,19,5,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,20,4,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,21,3,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,22,2,0,0.0,0.0,0.0
ta-ta,paired_history,velocity,23,1,0,0.0,0.0,0.0
tank,paired_history,hold,1,23,0,0.0,0.0,0.0
tank,paired_history,hold,2,22,0,0.0,0.0,0.0
tank,paired_history,hold,3,21,0,0.0,0.0,0.0
tank,paired_history,hold,4,20,0,0.0,0.0,0.0
tank,paired_history,hold,5,19,0,0.0,0.0,0.0
tank,paired_history,hold,6,18,0,0.0,0.0,0.0
tank,paired_history,hold,7,17,0,0.0,0.0,0.0
tank,paired_history,hold,8,16,0,0.0,0.0,0.0
tank,paired_history,hold,9,15,0,0.0,0.0,0.0
tank,paired_history,hold,10,14,0,0.0,0.0,0.0
tank,paired_history,hold,11,13,0,0.0,0.0,0.0
tank,paired_history,hold,12,12,0,0.0,0.0,0.0
tank,paired_history,hold,13,11,0,0.0,0.0,0.0
tank,paired_history,hold,14,10,0,0.0,0.0,0.0
tank,paired_history,hold,15,9,0,0.0,0.0,0.0
tank,paired_history,hold,16,8,0,0.0,0.0,0.0
tank,paired_history,hold,17,7,0,0.0,0.0,0.0
tank,paired_history,hold,18,6,0,0.0,0.0,0.0
tank,paired_history,hold,19,5,0,0.0,0.0,0.0
tank,paired_history,hold,20,4,0,0.0,0.0,0.0
tank,paired_history,hold,21,3,0,0.0,0.0,0.0
tank,paired_history,hold,22,2,0,0.0,0.0,0.0
tank,paired_history,hold,23,1,0,0.0,0.0,0.0
tank,paired_history,velocity,1,23,23,1.0,0.9302366391372591,0.9433962264150944
tank,paired_history,velocity,2,22,21,0.9545454545454546,0.8504065690122755,0.8781786044757898
tank,paired_history,velocity,3,21,20,0.9523809523809523,0.7530148893260892,0.7824109173616376
tank,paired_history,velocity,4,20,19,0.95,0.6487890371502275,0.6689625190162118
tank,paired_history,velocity,5,19,15,0.7894736842105263,0.5363667235319919,0.5652709359605911
tank,paired_history,velocity,6,18,2,0.1111111111111111,0.4253089441336854,0.4544556585108619
tank,paired_history,velocity,7,17,0,0.0,0.3142445791372737,0.3309190809190809
tank,paired_history,velocity,8,16,0,0.0,0.21579597692661187,0.22845733263879323
tank,paired_history,velocity,9,15,0,0.0,0.12601575469743811,0.13503937007874015
tank,paired_history,velocity,10,14,0,0.0,0.0468185822511894,0.04102976193714647
tank,paired_history,velocity,11,13,0,0.0,0.008016085944922152,0.0
tank,paired_history,velocity,12,12,0,0.0,0.0,0.0
tank,paired_history,velocity,13,11,0,0.0,0.0,0.0
tank,paired_history,velocity,14,10,0,0.0,0.0,0.0
tank,paired_history,velocity,15,9,0,0.0,0.0,0.0
tank,paired_history,velocity,16,8,0,0.0,0.0,0.0
tank,paired_history,velocity,17,7,0,0.0,0.0,0.0
tank,paired_history,velocity,18,6,0,0.0,0.0,0.0
tank,paired_history,velocity,19,5,0,0.0,0.0,0.0
tank,paired_history,velocity,20,4,0,0.0,0.0,0.0
tank,paired_history,velocity,21,3,0,0.0,0.0,0.0
tank,paired_history,velocity,22,2,0,0.0,0.0,0.0
tank,paired_history,velocity,23,1,0,0.0,0.0,0.0
