dataset,frame_index,record_present,sequence_id,request_frame,resolution_level,center_x,center_y,camera_decision_reason,camera_requested_level,camera_requested_center_x,camera_requested_center_y,camera_feedback_present,camera_feedback_reason,proposal_count,crops,rejected_as_background,rejection_fraction,mean_objectness,mean_margin,observation_count,observation_top_posterior_mean,bank_tracks,bank_matched,bank_created,bank_removed,confirmed_tracks,tentative_tracks,track_age_mean,track_age_max,track_identity_confidence_mean,track_posterior_gap_mean,output_candidates,output_emitted,output_dropped_invalid,output_distinct_classes,output_secondary_guesses,gmc_model,gmc_ok,gmc_reason,gmc_quality,gmc_inliers,gmc_candidates,gmc_inlier_ratio,gmc_translation_x,gmc_translation_y,gmc_translation_magnitude,total_latency_ms
hosted,247,True,c6ae6aa777ba4e949a81d31e46a5f55f,248,0,1920,1080,hold-current-view,,,,False,,1,1,1,1.0,0.4007,0.0248,0,,1,0,0,1,1,0,1.0,1,0.1012,0.014200000000000004,3,3,0,3,2,affine,True,accepted,0.9896,286,289,0.9896,-14.74,52.22,54.26044599890421,115.25
hosted,248,True,c6ae6aa777ba4e949a81d31e46a5f55f,249,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,2.0,2,0.1012,0.014200000000000004,3,3,0,3,2,affine,True,accepted,0.9897,289,292,0.9897,-14.86,52.81,54.86087585884863,94.0
helsinki,0,True,local,0,0,1920,1080,hold-current-view,,,,False,,6,6,0,0.0,0.9932,0.1334,6,0.6237166666666667,6,0,6,0,0,6,0.0,0,0.16385,0.07683333333333332,18,18,0,10,12,identity,False,no-previous-frame,0.0,0,0,0.0,0.0,0.0,0.0,467.22
helsinki,1,True,local,1,0,1920,1080,hold-current-view,,,,False,,11,11,1,0.09090909090909091,0.9101,0.0905,10,0.51997,10,6,4,0,6,4,0.0,0,0.22738999999999993,0.13613000000000003,29,29,0,12,19,affine,True,accepted,0.9966,290,291,0.9966,-12.97,50.94,52.56524041607724,608.45
helsinki,2,True,local,2,0,1920,1080,hold-current-view,,,,False,,10,10,1,0.1,0.9116,0.1111,9,0.5486555555555555,10,9,0,0,10,0,0.1,1,0.31613,0.22544,27,27,0,11,17,affine,True,accepted,0.9966,293,294,0.9966,-12.99,51.24,52.86092791467059,464.59
helsinki,3,True,local,3,0,1920,1080,hold-current-view,,,,False,,10,10,1,0.1,0.8898,0.0954,9,0.506,10,9,0,0,10,0,0.2,2,0.3834,0.29611,26,26,0,11,16,affine,True,accepted,1.0,300,300,1.0,-13.03,51.34,52.96769298355367,408.08
helsinki,4,True,local,4,0,1920,1080,hold-current-view,,,,False,,13,13,3,0.23076923076923078,0.8345,0.0988,10,0.56634,12,7,3,1,9,3,0.16666666666666666,1,0.3831916666666666,0.30024999999999996,31,31,0,10,19,affine,True,accepted,0.9933,298,300,0.9933,-13.12,51.45,53.09648670109916,415.19
helsinki,5,True,local,5,0,1920,1080,hold-current-view,,,,False,,10,10,0,0.0,0.9636,0.1269,10,0.58908,13,9,1,0,10,3,0.23076923076923078,1,0.4001692307692308,0.31643076923076924,32,32,0,10,19,affine,True,accepted,1.0,299,299,1.0,-13.44,51.49,53.215164192173646,496.55
helsinki,6,True,local,6,0,1920,1080,hold-current-view,,,,False,,13,13,0,0.0,0.9211,0.1,13,0.5025692307692308,15,11,2,0,12,3,0.2,2,0.39321999999999996,0.30812000000000006,38,38,0,10,23,affine,True,accepted,0.9966,297,298,0.9966,-13.21,51.76,53.419113620501044,496.69
helsinki,7,True,local,7,0,1920,1080,hold-current-view,,,,False,,8,8,0,0.0,0.9324,0.1246,8,0.5783375000000001,14,8,0,1,13,1,0.5,2,0.42317142857142853,0.33680000000000004,35,35,0,9,21,affine,True,accepted,0.9966,297,298,0.9966,-13.33,51.89,53.57481684523056,400.48
helsinki,8,True,local,8,0,1920,1080,hold-current-view,,,,False,,10,10,0,0.0,0.9716,0.1147,10,0.5796399999999999,14,10,0,0,13,1,0.6428571428571429,3,0.44954999999999995,0.3612857142857143,34,34,0,9,20,affine,True,accepted,0.9966,297,298,0.9966,-13.48,51.7,53.42846058048089,416.3
helsinki,9,True,local,9,0,1920,1080,hold-current-view,,,,False,,9,9,1,0.1111111111111111,0.8569,0.117,8,0.5986750000000001,11,8,0,3,11,0,0.45454545454545453,3,0.5563090909090909,0.47113636363636374,22,22,0,7,12,affine,True,accepted,0.9933,295,297,0.9933,-13.42,51.66,53.37463817207569,419.6
helsinki,10,True,local,10,0,1920,1080,hold-current-view,,,,False,,8,8,2,0.25,0.7546,0.1049,6,0.6048333333333333,10,6,0,1,10,0,0.8,4,0.52872,0.43843000000000004,22,22,0,7,12,affine,True,accepted,0.9967,298,299,0.9967,-13.61,51.94,53.69353499258546,417.65
helsinki,11,True,local,11,0,1920,1080,hold-current-view,,,,False,,10,10,1,0.1,0.8855,0.1239,9,0.5842444444444443,12,7,2,0,10,2,0.8333333333333334,5,0.47292500000000004,0.3846333333333332,27,27,0,7,15,affine,True,accepted,0.9933,297,299,0.9933,-13.67,52.07,53.83450380564494,410.72
helsinki,12,True,local,12,0,1920,1080,hold-current-view,,,,False,,11,11,2,0.18181818181818182,0.7709,0.112,9,0.6058666666666668,13,7,2,1,9,4,0.6923076923076923,6,0.44270000000000004,0.3604153846153846,30,30,0,10,17,affine,True,accepted,0.9966,295,296,0.9966,-13.73,51.96,53.74341354994117,414.34
helsinki,13,True,local,13,0,1920,1080,hold-current-view,,,,False,,9,9,1,0.1111111111111111,0.8871,0.1321,8,0.6389875,13,8,0,0,11,2,1.0,7,0.47622307692307697,0.3942,29,29,0,10,16,affine,True,accepted,1.0,299,299,1.0,-13.4,52.43,54.11529266298021,403.79
helsinki,14,True,local,14,0,1920,1080,hold-current-view,,,,False,,6,6,0,0.0,0.9339,0.1587,6,0.6764833333333334,11,6,0,2,10,1,1.1818181818181819,8,0.5415454545454546,0.46730000000000005,22,22,0,10,11,affine,True,accepted,0.9899,295,298,0.9899,-13.46,52.1,53.81060861949064,438.5
helsinki,15,True,local,15,0,1920,1080,hold-current-view,,,,False,,11,11,0,0.0,0.9546,0.1016,11,0.5254454545454545,14,5,6,3,8,6,0.35714285714285715,2,0.43911428571428573,0.36902142857142856,33,33,0,10,19,affine,True,accepted,0.9966,297,298,0.9966,-13.67,52.34,54.0956976108082,526.65
helsinki,16,True,local,16,0,1920,1080,hold-current-view,,,,False,,5,5,0,0.0,0.991,0.1511,5,0.6751600000000001,12,5,0,2,6,6,0.6666666666666666,2,0.455675,0.3881416666666666,27,27,0,8,15,affine,True,accepted,0.9932,293,295,0.9932,-14.2,52.08,53.98116708630891,400.51
helsinki,17,True,local,17,0,1920,1080,hold-current-view,,,,False,,9,9,0,0.0,0.956,0.1433,9,0.6346222222222222,12,8,1,1,8,4,0.5,2,0.45560833333333334,0.3878,27,27,0,10,15,affine,True,accepted,0.9933,295,297,0.9933,-13.57,52.45,54.17700065525961,425.82
helsinki,18,True,local,18,0,1920,1080,hold-current-view,,,,False,,4,4,0,0.0,0.9973,0.1602,4,0.7062,7,4,0,5,6,1,0.42857142857142855,1,0.6036,0.5468714285714286,13,13,0,9,6,affine,True,accepted,0.9899,295,298,0.9899,-13.82,52.22,54.01778225732708,380.27
helsinki,19,True,local,19,0,1920,1080,hold-current-view,,,,False,,3,3,0,0.0,0.9953,0.1428,3,0.6711,4,3,0,3,3,1,0.5,2,0.73215,0.6843499999999999,6,6,0,5,2,affine,True,accepted,0.9865,293,297,0.9865,-13.85,52.55,54.34450294187996,394.8
helsinki,20,True,local,20,0,1920,1080,hold-current-view,,,,False,,5,5,1,0.2,0.8073,0.142,4,0.7344999999999999,4,4,0,0,4,0,0.0,0,0.7933250000000001,0.74695,7,7,0,6,3,affine,True,accepted,0.9966,295,296,0.9966,-13.84,52.55,54.34195524638398,385.58
helsinki,21,True,local,21,0,1920,1080,hold-current-view,,,,False,,6,6,1,0.16666666666666666,0.8784,0.1492,5,0.74126,5,4,1,0,4,1,0.0,0,0.71098,0.65706,8,8,0,8,3,affine,True,accepted,0.9966,295,296,0.9966,-13.76,52.46,54.23457568747081,449.03
helsinki,22,True,local,22,0,1920,1080,hold-current-view,,,,False,,5,5,1,0.2,0.8662,0.152,4,0.7266750000000001,4,4,0,1,4,0,0.0,0,0.7484500000000001,0.6898500000000001,7,7,0,7,3,affine,True,accepted,0.9966,294,295,0.9966,-13.87,52.5,54.30126057468648,394.89
helsinki,23,True,local,23,0,1920,1080,hold-current-view,,,,False,,3,3,0,0.0,0.9951,0.1367,3,0.6931333333333334,4,3,0,0,4,0,0.25,1,0.788775,0.729475,5,5,0,5,1,affine,True,accepted,0.9829,287,292,0.9829,-13.95,52.66,54.4763994772048,341.5
helsinki,24,True,local,24,0,1920,1080,hold-current-view,,,,False,,5,5,1,0.2,0.7959,0.0914,4,0.535275,5,3,1,0,4,1,0.4,2,0.6652600000000001,0.599,8,8,0,6,3,affine,True,accepted,0.9932,291,293,0.9932,-13.74,52.62,54.38429920482565,313.04
